platform,ym_str,gmv,d_gmv,impression,ctr,cvr,arpu,contrib_impression,contrib_ctr,contrib_cvr,contrib_arpu
jd,2025-05,83390.37,-0.6660299604711373,63,0.8253968253968254,0.9423076923076923,2382.582,-0.1146689838555454,0.1438239573695974,0.7074829340380545,-0.14150059683320154
jd,2025-06,148047.45,0.5739999954165231,78,0.8076923076923077,0.8095238095238095,2243.143181818182,0.37208031707923456,-0.03777542275452337,-0.2646091888662652,-0.10506391219868659
jd,2025-07,106987.88,-0.32481727347020417,66,0.696969696969697,1.0434782608695652,2228.914166666667,-0.514301726870725,-0.45391442291259865,0.7815739150008303,-0.019591145149654203
jd,2025-08,111318.6,0.039680803203935966,55,0.8545454545454545,0.6382978723404256,2182.717647058824,-4.594704292071119,5.136684380287451,-12.386589856576942,-0.527807325493403
jd,2025-09,145469.86000000002,0.26757255716500516,68,0.8088235294117647,0.7454545454545455,2552.102807017544,0.7929606914538443,-0.2055103744712994,0.5799888567198576,0.5843159840878788
jd,2025-10,132618.48,-0.09249248283017408,86,0.7325581395348837,0.7619047619047619,2502.2354716981135,2.5390127272136325,-1.0707686385734028,0.23599110302400086,-0.21334845756034626
jd,2025-11,139554.62,0.050979631290809735,59,0.8135593220338984,0.6666666666666666,2683.7426923076923,-7.391380494658783,2.057216464863939,-2.6193087169030735,1.3736432470849866
jd,2025-12,123724.13,-0.12040173675815247,69,0.8695652173913043,0.6333333333333333,2379.3101923076924,1.300388722847377,0.5529362982229732,-0.42601789449750144,-0.9999999999999927
jd,2026-01,145681.57,0.16336888331721333,58,0.9655172413793104,0.625,2555.81701754386,-1.0630145136858051,0.6407010958179211,-0.08107557866024184,0.4380352770431834
jd,2026-02,110214.89,-0.2789912068483229,69,0.782608695652174,0.9074074074074074,2395.975869565217,0.6224694176302658,-0.7528235050644481,1.3363857771861138,-0.23148161632914813
jd,2026-03,142828.05,0.2592094536288094,70,0.7285714285714285,0.8431372549019608,2644.9638888888885,0.055510079785533184,-0.2760206091653761,-0.28340698052746793,0.38141665811004727
jd,2026-04,184276.84,0.2547977329148079,62,0.8548387096774194,0.7358490566037735,2490.2275675675673,-0.47630273478471225,0.6272706432812024,-0.5341678233739192,-0.2365928182934206
jd,2026-05,115505.05,-0.46712494015240225,53,1.0,0.6981132075471698,2457.554255319149,-0.3357612878511666,0.3357612878511666,-0.1126973299011751,-0.028273910303274256
jd,2026-06,150259.34,0.26304848259508695,65,0.8615384615384616,0.7678571428571429,2546.7684745762713,0.775884940791241,-0.5665707617477487,0.36199572385630324,0.1355591944406547
jd,2026-07,160102.72,0.06345287469514993,57,0.7368421052631579,0.8571428571428571,2541.313015873016,-2.0698195738502183,-2.463971429849884,1.7335841085657921,-0.03379528194689872
jd,2026-08,131823.78,-0.19434957856000246,68,0.9705882352941176,0.7424242424242424,2396.796,0.9079332131768861,1.4176963410107704,-0.7393057662030402,-0.3012511672767243
jd,2026-09,152049.09,0.14273739855208056,61,0.7868852459016393,0.9166666666666666,2577.103220338983,-0.761074827653934,-1.4699713757161004,1.476999504437838,0.5081579222726815
jd,2026-10,122945.33,-0.21246364421111963,64,0.671875,0.7674418604651163,2509.088367346939,0.22596439670711202,-0.7437042463776934,-0.8362897939418528,-0.12588741248103277
jd,2026-11,158892.92,0.2564907312043285,80,0.775,0.8064516129032258,3055.633076923077,0.8699868032909407,0.5567090762572932,0.19330591159116262,0.768321372894131
jd,2026-12,115645.62,-0.3177000011573714,61,0.8852459016393442,0.6851851851851852,2689.4330232558136,-0.8534868413999641,0.4186415849393432,-0.5129202194191537,-0.40181428330015073
taobao,2025-02,203466.18,0.06933035551321254,86,0.6511627906976745,0.5535714285714286,2543.32725,1.2245638026521621,-0.7000079439425692,-2.681356193340318,-1.1335550493236957
taobao,2025-03,185730.28,-0.09120428566223637,89,0.6629213483146067,0.6949152542372882,2381.157435897436,0.3759590158473209,0.19622630188910295,2.4932941187734907,-0.7224055010084729
taobao,2025-04,181841.52,-0.021159975256587416,70,0.8142857142857143,0.6666666666666666,2331.3015384615383,-11.348837830423303,9.719054446795166,-1.9612372133485065,-0.999999999999958
taobao,2025-05,178545.5,-0.01829206780777959,83,0.7831325301204819,0.6461538461538462,2705.2348484848485,9.312526475262205,-2.132583592848994,-1.708529830116455,8.132597058934948
taobao,2025-06,228968.2,0.24873965858434133,86,0.7441860465116279,0.703125,2826.767901234568,0.14274639057956917,-0.20507736998271447,0.33970078797975783,0.176671650143906
taobao,2025-07,176822.12,-0.25843887378311337,96,0.7604166666666666,0.589041095890411,2490.452394366197,0.42563602605172907,0.08348381285896359,-0.685031354896132,-0.49013367957288134
taobao,2025-08,181353.79,0.025305508825260503,78,0.6666666666666666,0.6923076923076923,2590.7684285714286,-8.20530289321724,-5.199514409976097,6.383374720695757,1.5605354585005102
taobao,2025-09,156362.82,-0.14827068825971423,88,0.7954545454545454,0.4714285714285714,2405.581846153846,0.8135659799280118,1.1912235503347715,-2.5916309215782283,-0.5001846081410745
taobao,2025-10,213877.56,0.31322462568387266,101,0.6435643564356436,0.6923076923076923,2777.6306493506495,0.43988783468804715,-0.6764847241948023,1.2267965828631409,0.459116116467051
taobao,2025-11,182167.54,-0.16047688866759202,80,0.675,0.7777777777777778,2640.109275362319,-1.4525074862973169,0.297180854090463,0.7254025972895135,-0.31641921670320367
taobao,2025-12,164529.08,-0.10183948038402946,69,0.7681159420289855,0.5471698113207547,2285.1261111111107,-1.4524831579935915,1.268938103151744,-3.4532938891535503,-1.4179087939010218
taobao,2026-01,222160.96,0.30031483150162863,75,0.76,0.8245614035087719,2496.1905617977527,0.27764732271838616,-0.03537039647196077,1.3655416730190106,0.2941732192972467
taobao,2026-02,162731.16,-0.31130265017987924,98,0.6326530612244898,0.8225806451612904,2428.8232835820895,0.8592261099598903,-0.5891252381492692,-0.007725877678472828,-0.08788521338606492
taobao,2026-03,137982.01,-0.16497619967880794,83,0.5662650602409639,0.6808510638297872,2420.73701754386,-1.0069747708906276,-0.6719751859776869,-1.1462438033954638,-0.020214116514286375
taobao,2026-04,178551.62,0.2577544327476087,67,0.7313432835820896,0.8163265306122449,2479.883611111111,-0.8308217481377895,0.992497712179785,0.7040455249564486,0.09365340998709783
taobao,2026-05,195173.46,0.08901095453234831,86,0.7441860465116279,0.6875,2748.921971830986,2.804763505505519,0.19557265145580577,-1.9295670555055353,1.157129446012816
taobao,2026-06,201392.24,0.03136574763375144,85,0.5882352941176471,0.72,2341.7702325581395,-0.37289210828837455,-7.49747912641125,1.472605818573635,-5.110723756699077
taobao,2026-07,254571.02,0.23432540478171404,77,0.7792207792207793,0.6,2892.8525,-0.4218314899688851,1.1999014434329425,-0.7780699534640573,0.9018906283502908
taobao,2026-08,215646.99,-0.1659370888414351,73,0.6027397260273972,0.75,2954.0683561643837,-0.32148316616708345,-1.5476283776675535,1.34474789736392,0.1261941175091409
taobao,2026-09,219423.1,0.017359064251143863,79,0.7974683544303798,0.5873015873015873,2643.651807228916,4.550268964724044,16.127406241738736,-14.086861927445996,-6.395627136972417
taobao,2026-10,212208.07,-0.03343457382860926,88,0.7613636363636364,0.6716417910447762,2652.600875,3.2268681683888265,-1.3857233308625916,4.013410932483348,0.10107499235460096
taobao,2026-11,153085.7,-0.3265693603202475,78,0.782051282051282,0.7540983606557377,2429.931746031746,-0.36937937983625385,0.08209353303895284,0.35458826211642713,-0.2684803373835128
taobao,2026-12,222984.07,0.37610243863420756,81,0.7777777777777778,0.5079365079365079,2623.342,0.10034587417167266,-0.014569078000461552,-1.050688098015561,0.20363044922957796
