global_product_id,product_name,category,current_period,previous_period,gmv_delta,contribution_pct
P-JD-641985,华为 美妆个护 9,图书文具,3615.0099999999998,307.72,3307.29,0.020034949956089933
P-DOUYIN-699640,小米 运动户外 91,美妆个护,3396.19,103.68,3292.51,0.01994541545492705
P-TAOBAO-605496,华为 家居用品 93,家居用品,3280.7,0.0,3280.7,0.019873872663402434
P-DOUYIN-769444,阿迪达斯 电子产品 43,美妆个护,3266.59,0.0,3266.59,0.019788396898083874
P-TAOBAO-693776,格力 服装鞋帽 79,母婴用品,5506.01,2245.48,3260.53,0.01975168654104415
P-JD-649784,耐克 美妆个护 70,母婴用品,4674.61,1422.3,3252.3099999999995,0.019701891304267496
P-TAOBAO-677973,海尔 母婴用品 3,家居用品,3249.7799999999997,0.0,3249.7799999999997,0.019686565033094145
P-JD-412295,耐克 母婴用品 53,家居用品,3619.3,381.53,3237.7700000000004,0.01961381067863094
P-TAOBAO-910500,耐克 家居用品 48,家居用品,7743.09,4548.51,3194.58,0.019352173662039247
P-JD-406134,小米 图书文具 11,运动户外,3707.34,523.88,3183.46,0.019284810762652826
P-DOUYIN-998914,ZARA 图书文具 19,家居用品,3176.7599999999998,0.0,3176.7599999999998,0.019244223404209566
P-JD-802125,海尔 运动户外 61,母婴用品,3174.01,0.0,3174.01,0.019227564413803754
P-JD-336227,ZARA 电子产品 74,家居用品,3738.62,570.35,3168.27,0.019192792557465796
P-TAOBAO-434902,优衣库 母婴用品 94,运动户外,3166.81,0.0,3166.81,0.019183948148013982
P-JD-327632,Apple 食品饮料 52,母婴用品,3151.83,0.0,3151.83,0.019093202083912488
P-DOUYIN-872027,三星 运动户外 16,服装鞋帽,3146.41,0.0,3146.41,0.0190603687282763
P-JD-544011,ZARA 食品饮料 2,家居用品,3145.3,0.0,3145.3,0.019053644553967047
P-TAOBAO-701448,优衣库 服装鞋帽 99,图书文具,3715.13,569.95,3145.1800000000003,0.019052917616203886
P-JD-848570,小米 美妆个护 48,母婴用品,3135.12,0.0,3135.12,0.018991976000392066
P-TAOBAO-733739,耐克 家居用品 98,母婴用品,3111.98,0.0,3111.98,0.0188517981683955
P-DOUYIN-916218,ZARA 服装鞋帽 79,母婴用品,3192.7,95.7,3097.0,0.018761052104294008
P-TAOBAO-501245,Apple 图书文具 31,家居用品,4078.88,987.45,3091.4300000000003,0.018727310076453868
P-DOUYIN-786186,Apple 母婴用品 82,服装鞋帽,4306.68,1229.49,3077.1900000000005,0.018641046795225213
P-DOUYIN-183667,海尔 母婴用品 3,图书文具,3073.6,0.0,3073.6,0.018619299240477255
P-TAOBAO-856950,ZARA 运动户外 49,母婴用品,3065.17,0.0,3065.17,0.018568231862615067
P-TAOBAO-235352,三星 电子产品 44,图书文具,3188.2,132.98,3055.22,0.01850795660641948
P-TAOBAO-511384,格力 图书文具 36,食品饮料,4418.65,1365.44,3053.2099999999996,0.018495780398886504
P-TAOBAO-125703,海尔 食品饮料 53,食品饮料,4240.97,1198.38,3042.59,0.018431446406846595
P-JD-180128,ZARA 母婴用品 63,服装鞋帽,3041.36,0.0,3041.36,0.018423995294774176
P-TAOBAO-792523,格力 图书文具 83,美妆个护,4859.51,1818.96,3040.55,0.018419088464872828
P-DOUYIN-152970,耐克 图书文具 83,图书文具,4929.83,1901.5800000000002,3028.25,0.018344577344148637
P-TAOBAO-154787,优衣库 服装鞋帽 5,图书文具,3703.8900000000003,686.46,3017.4300000000003,0.018279031789170123
P-JD-879157,优衣库 美妆个护 87,图书文具,3017.41,0.0,3017.41,0.01827891063287626
P-DOUYIN-171323,Apple 运动户外 18,家居用品,3909.16,893.09,3016.0699999999997,0.018270793161187605
P-DOUYIN-196826,小米 图书文具 77,家居用品,4231.76,1219.02,3012.7400000000002,0.018250620638259843
P-TAOBAO-528691,海尔 运动户外 18,图书文具,2993.25,0.0,2993.25,0.01813255382989281
P-JD-318872,ZARA 电子产品 82,家居用品,3560.0299999999997,569.54,2990.49,0.018115834261340065
P-JD-776014,海尔 服装鞋帽 53,电子产品,3589.99,601.72,2988.2699999999995,0.01810238591272155
P-TAOBAO-591392,格力 服装鞋帽 58,母婴用品,3050.73,77.57,2973.16,0.018010852332709968
P-JD-338403,阿迪达斯 食品饮料 57,家居用品,2971.7,0.0,2971.7,0.01800200792325815
P-JD-112961,华为 美妆个护 57,家居用品,2966.73,0.0,2966.73,0.017971900584233827
P-JD-372308,格力 食品饮料 69,美妆个护,2956.33,0.0,2956.33,0.01790889931142638
P-DOUYIN-984439,Apple 服装鞋帽 51,美妆个护,2952.95,0.0,2952.95,0.01788842389776396
P-TAOBAO-762412,格力 食品饮料 36,图书文具,2940.77,0.0,2940.77,0.017814639714802932
P-JD-737032,ZARA 家居用品 99,食品饮料,2925.99,0.0,2925.99,0.017725105213640045
P-TAOBAO-680477,耐克 图书文具 80,服装鞋帽,2924.01,0.0,2924.01,0.01771311074054786
P-JD-966175,阿迪达斯 美妆个护 31,母婴用品,2901.46,0.0,2901.46,0.017576507019220176
P-JD-444790,小米 食品饮料 6,运动户外,3748.75,854.37,2894.38,0.017533617691193572
P-TAOBAO-426839,Apple 运动户外 15,母婴用品,3543.02,653.43,2889.59,0.01750460075881399
P-DOUYIN-587956,海尔 服装鞋帽 73,食品饮料,3612.16,730.53,2881.63,0.01745638055385752
P-JD-355927,ZARA 食品饮料 26,家居用品,2934.2,61.66,2872.54,0.017401315018297937
P-DOUYIN-425198,格力 食品饮料 32,母婴用品,3293.08,434.74,2858.34,0.017315294049657003
P-JD-119783,ZARA 图书文具 89,运动户外,3547.41,689.51,2857.8999999999996,0.01731262861119207
P-TAOBAO-834641,华为 食品饮料 93,母婴用品,2842.18,0.0,2842.18,0.01721739976421774
P-JD-776869,ZARA 母婴用品 39,美妆个护,2835.0,0.0,2835.0,0.01717390465472183
P-DOUYIN-104298,ZARA 图书文具 50,食品饮料,2832.66,0.0,2832.66,0.017159729368340156
P-DOUYIN-994305,优衣库 运动户外 59,电子产品,2800.44,0.0,2800.44,0.016964546578930935
P-TAOBAO-667613,耐克 电子产品 77,食品饮料,2787.79,0.0,2787.79,0.01688791522306419
P-TAOBAO-436525,海尔 食品饮料 91,母婴用品,3889.67,1112.76,2776.91,0.01682200619920409
P-JD-148766,优衣库 食品饮料 58,美妆个护,4316.6,1552.15,2764.4500000000003,0.01674652582812902
P-TAOBAO-556779,小米 图书文具 25,图书文具,3923.68,1161.78,2761.8999999999996,0.016731078400661806
P-TAOBAO-839653,华为 美妆个护 42,运动户外,2753.8900000000003,0.0,2753.8900000000003,0.01668255530497069
P-TAOBAO-587694,Apple 美妆个护 4,母婴用品,2750.17,0.0,2750.17,0.01666002023431264
P-TAOBAO-213761,小米 食品饮料 53,家居用品,2746.37,0.0,2746.37,0.01663700053847915
P-DOUYIN-455687,优衣库 家居用品 54,母婴用品,3302.36,564.63,2737.73,0.01658466101953143
P-TAOBAO-703063,三星 运动户外 96,图书文具,2737.42,0.0,2737.42,0.01658278309697659
P-TAOBAO-852288,优衣库 运动户外 12,美妆个护,2735.53,0.0,2735.53,0.016571333827206776
P-JD-472017,三星 家居用品 34,食品饮料,2730.1000000000004,0.0,2730.1000000000004,0.01653843989342366
P-TAOBAO-850374,优衣库 美妆个护 29,运动户外,5173.2300000000005,2450.56,2722.6700000000005,0.016493430330254497
P-JD-764054,小米 家居用品 74,美妆个护,2717.38,0.0,2717.38,0.016461384490528398
P-TAOBAO-229611,三星 服装鞋帽 88,美妆个护,3957.43,1246.63,2710.7999999999997,0.0164215240698483
P-JD-692865,小米 家居用品 12,运动户外,4195.09,1507.5,2687.59,0.016280922190823225
P-TAOBAO-443061,华为 食品饮料 91,食品饮料,3249.92,564.8,2685.12,0.016265959388531457
P-TAOBAO-379686,格力 图书文具 22,母婴用品,2682.83,0.0,2682.83,0.016252086992884433
P-TAOBAO-454567,小米 美妆个护 39,运动户外,2677.4700000000003,0.0,2677.4700000000003,0.01621961710612983
P-DOUYIN-418244,耐克 母婴用品 39,家居用品,2670.02,0.0,2670.02,0.0161744863866668
P-DOUYIN-700501,小米 运动户外 75,母婴用品,2666.07,0.0,2666.07,0.01615055801862936
P-JD-325297,海尔 运动户外 72,服装鞋帽,2948.33,288.12,2660.21,0.01611505922452824
P-TAOBAO-964519,格力 母婴用品 75,电子产品,2658.43,0.0,2658.43,0.016104276314374655
P-DOUYIN-519833,格力 图书文具 70,运动户外,2640.74,0.0,2640.74,0.01599711357245507
P-TAOBAO-635118,海尔 运动户外 54,食品饮料,3820.6499999999996,1189.31,2631.3399999999997,0.015940170114340648
P-TAOBAO-188514,华为 食品饮料 66,母婴用品,2942.9100000000003,331.87,2611.0400000000004,0.015817196476072274
P-TAOBAO-372644,三星 母婴用品 54,图书文具,2586.88,0.0,2586.88,0.015670839673088823
P-DOUYIN-941304,阿迪达斯 母婴用品 7,服装鞋帽,2583.72,0.0,2583.72,0.015651696978658865
P-DOUYIN-890604,耐克 母婴用品 65,美妆个护,2577.75,0.0,2577.75,0.015615531824941516
P-DOUYIN-876847,优衣库 美妆个护 59,美妆个护,3829.75,1264.4,2565.35,0.015540414922748023
P-JD-412986,阿迪达斯 电子产品 51,电子产品,2559.6099999999997,0.0,2559.6099999999997,0.015505643066410066
P-TAOBAO-945024,小米 美妆个护 71,服装鞋帽,2556.88,0.0,2556.88,0.015489105232298114
P-TAOBAO-701232,格力 食品饮料 83,家居用品,4057.32,1514.4699999999998,2542.8500000000004,0.015404114092154995
P-JD-131490,三星 家居用品 65,运动户外,2525.09,0.0,2525.09,0.015296527303206896
P-TAOBAO-879796,ZARA 食品饮料 56,食品饮料,3738.73,1222.76,2515.9700000000003,0.015241280033206522
P-JD-962507,华为 电子产品 73,美妆个护,2646.7,139.6,2507.1,0.0151875472168794
P-JD-463512,格力 电子产品 28,母婴用品,3771.4399999999996,1269.6,2501.8399999999997,0.015155683111594095
P-DOUYIN-118111,华为 服装鞋帽 67,美妆个护,3739.83,1240.01,2499.8199999999997,0.015143446325914188
P-TAOBAO-467270,华为 图书文具 90,美妆个护,2489.51,0.0,2489.51,0.015080990256429118
P-DOUYIN-624040,优衣库 服装鞋帽 33,母婴用品,2487.93,0.0,2487.93,0.015071418909214138
P-JD-575717,阿迪达斯 图书文具 3,家居用品,2486.5299999999997,0.0,2486.5299999999997,0.015062937968643905
P-JD-955121,优衣库 母婴用品 61,图书文具,4667.13,2198.0,2469.13,0.014957531992985296
P-DOUYIN-359971,ZARA 美妆个护 24,图书文具,2468.56,0.0,2468.56,0.014954079038610272
P-DOUYIN-505517,海尔 图书文具 78,服装鞋帽,3406.92,941.36,2465.56,0.014935905594531201
P-DOUYIN-612429,Apple 食品饮料 29,家居用品,2464.7,0.0,2464.7,0.0149306958738952
P-TAOBAO-202563,海尔 服装鞋帽 71,美妆个护,2461.6299999999997,0.0,2461.6299999999997,0.014912098382787616
P-DOUYIN-642814,格力 服装鞋帽 20,运动户外,2460.39,0.0,2460.39,0.01490458669256827
P-JD-527219,优衣库 家居用品 98,图书文具,2454.4,0.0,2454.4,0.014868300382557058
P-TAOBAO-706304,三星 食品饮料 13,食品饮料,2449.06,0.0,2449.06,0.014835951652096313
P-JD-525060,耐克 电子产品 30,图书文具,2447.67,0.0,2447.67,0.014827531289673011
P-TAOBAO-870522,ZARA 服装鞋帽 40,图书文具,2881.1099999999997,437.32,2443.7899999999995,0.014804026968664076
P-TAOBAO-537710,优衣库 图书文具 91,电子产品,2442.9300000000003,0.0,2442.9300000000003,0.01479881724802808
P-JD-140046,格力 服装鞋帽 60,运动户外,4345.84,1904.32,2441.5200000000004,0.014790275729310918
P-TAOBAO-851711,小米 美妆个护 57,电子产品,4192.87,1752.48,2440.39,0.014783430398707798
P-DOUYIN-882815,海尔 食品饮料 35,图书文具,2437.12,0.0,2437.12,0.014763621344661611
P-JD-242961,耐克 图书文具 62,电子产品,2431.88,0.0,2431.88,0.014731878395670169
P-DOUYIN-220001,华为 运动户外 19,美妆个护,2418.69,0.0,2418.69,0.014651975819869188
P-JD-443258,耐克 电子产品 13,运动户外,2415.09,0.0,2415.09,0.014630167686974303
P-JD-102357,耐克 美妆个护 15,家居用品,2410.08,0.0,2410.08,0.014599818035362254
P-JD-519438,海尔 母婴用品 6,母婴用品,2405.76,0.0,2405.76,0.014573648275888394
P-JD-154048,ZARA 电子产品 60,食品饮料,2402.27,0.0,2402.27,0.01455250650260974
P-TAOBAO-349396,优衣库 食品饮料 36,电子产品,2393.75,0.0,2393.75,0.014500893921425178
P-JD-995736,海尔 美妆个护 20,运动户外,2380.03,0.0,2380.03,0.014417780703836897
P-TAOBAO-652499,优衣库 运动户外 5,家居用品,3379.7599999999998,1007.5,2372.2599999999998,0.0143707114836721
P-JD-530999,三星 美妆个护 33,母婴用品,2545.59,178.51,2367.08,0.014339332003562239
P-JD-433983,优衣库 美妆个护 58,图书文具,5595.91,3229.3,2366.6099999999997,0.014336484830656518
P-DOUYIN-544982,三星 美妆个护 40,服装鞋帽,2348.82,0.0,2348.82,0.01422871630726763
P-TAOBAO-210541,耐克 服装鞋帽 50,母婴用品,2795.41,450.3,2345.1099999999997,0.01420624181475651
P-JD-632648,华为 电子产品 47,电子产品,2344.23,0.0,2344.23,0.014200910937826652
P-DOUYIN-753635,优衣库 电子产品 44,美妆个护,2819.71,478.93,2340.78,0.014180011477135721
P-DOUYIN-896365,Apple 图书文具 25,电子产品,2333.16,0.0,2333.16,0.01413385092917488
P-JD-267891,三星 母婴用品 39,服装鞋帽,2332.45,0.0,2332.45,0.014129549880742833
P-TAOBAO-567004,阿迪达斯 电子产品 43,美妆个护,2926.29,601.84,2324.45,0.014081087363198644
P-JD-406874,小米 图书文具 47,电子产品,4271.37,1950.91,2320.46,0.014056916682573481
P-JD-439440,格力 家居用品 11,服装鞋帽,2310.51,0.0,2310.51,0.013996641426377897
P-DOUYIN-495826,小米 图书文具 7,食品饮料,5342.89,3043.2799999999997,2299.6100000000006,0.013930611246223943
P-DOUYIN-355964,海尔 家居用品 73,图书文具,2294.93,0.0,2294.93,0.013902260673460589
P-TAOBAO-510095,优衣库 家居用品 61,运动户外,3347.9,1072.16,2275.74,0.013786011209501466
P-DOUYIN-118460,格力 图书文具 19,运动户外,2486.55,221.55,2265.0,0.013720950279698394
P-TAOBAO-251981,三星 母婴用品 91,母婴用品,2500.77,243.37,2257.4,0.013674910888031414
P-DOUYIN-793064,海尔 家居用品 20,母婴用品,2254.79,0.0,2254.79,0.013659099991682622
P-JD-241461,小米 图书文具 63,运动户外,2290.2,44.67,2245.5299999999997,0.013603004627625223
P-DOUYIN-716664,格力 图书文具 46,服装鞋帽,2702.95,458.06,2244.89,0.013599127626221688
P-TAOBAO-793541,阿迪达斯 运动户外 30,美妆个护,2222.27,0.0,2222.27,0.013462099857865496
