category,ym_str,gmv,d_gmv,impression,ctr,cvr,arpu,contrib_impression,contrib_ctr,contrib_cvr,contrib_arpu
图书文具,2026-07,56129.05,-0.19127918312829628,22,1.0,0.6818181818181818,1305.3267441860467,-1.0706570850872557,3.0729254239227592,-1.2541427911396437,0.9967390306230843
图书文具,2026-08,66513.76,0.16975533973527845,35,0.8,0.5357142857142857,1072.8025806451612,2.7351458213635547,-1.3145009262282201,-1.420644895135336,-1.1556568996426184
图书文具,2026-09,67716.33,0.01791851850686399,30,0.4666666666666667,1.2142857142857142,1110.1037704918033,-8.602869694177453,-30.080416554873963,45.668414115848016,1.9074701608591322
图书文具,2026-10,69662.72,0.028337948916810518,28,0.8214285714285714,0.6086956521739131,1266.5949090909091,-2.4346459120767205,19.95309397517548,-24.369897157418396,4.6537816919917665
图书文具,2026-11,62000.44,-0.11652382918018311,33,0.42424242424242425,0.8571428571428571,1240.0088,1.4100382080407892,-5.670427604841685,2.937478187035449,-0.18205417316877193
图书文具,2026-12,67781.61,0.08914943742225923,29,0.5862068965517241,0.8235294117647058,1255.215,-1.449383588008419,3.627255036835754,-0.4487446670494686,0.1367187122942837
家居用品,2025-02,66225.0,0.3053334600204103,28,0.75,0.6666666666666666,1161.842105263158,0.5048600956375816,-0.17707597872392208,-0.7651138239677007,0.22580126643038684
家居用品,2025-03,70590.27,0.06383428114630973,33,0.8484848484848485,0.5714285714285714,1138.552741935484,2.573899922436501,1.9328019199858597,-2.414857300169813,-0.3172094319950254
家居用品,2025-04,51107.08,-0.3229692768331063,31,0.8064516129032258,0.6,1002.0996078431373,-0.1935798896860435,-0.15731628972227096,0.15106750910751263,-0.39527141951124345
家居用品,2025-05,64799.9,0.23738102067582467,26,0.8461538461538461,0.6818181818181818,1199.9981481481482,-0.7409634770416891,0.20244792450955035,0.5385155525321392,0.7592123680435056
家居用品,2025-06,65041.53,0.00372192880094957,37,0.6756756756756757,1.0,1182.5732727272728,94.79530466373441,-60.449303343862105,102.90155259240683,-3.930007974229962
家居用品,2025-07,41557.06,-0.4479585663165615,30,0.7666666666666667,0.782608695652174,989.4538095238095,-0.46816948430419,0.2820326064570388,-0.5471989520114743,-0.39801672023716234
家居用品,2025-08,48110.07,0.14642408807771545,34,0.4117647058823529,0.7142857142857143,1173.4163414634147,0.8547988558246988,-4.245203350271024,-0.6238712481497135,1.1645736838481862
家居用品,2025-09,56452.78,0.15991302579515398,27,0.7407407407407407,0.8,1312.8553488372092,-1.441556480252769,3.6719873170479347,0.7086895188399187,0.7021627928529998
家居用品,2025-10,75803.64,0.29474177609911045,23,0.6521739130434783,0.8,1203.232380952381,-0.5440105986918607,-0.43203723632913865,0.0,-0.2958278794165224
家居用品,2025-11,42350.76,-0.582159945975814,26,0.7307692307692307,0.7894736842105263,1032.9453658536586,0.21059903371886393,0.19545565915080193,-0.02275186886624275,-0.2621226131124608
家居用品,2025-12,43249.5,0.02099930598970623,22,0.8181818181818182,0.6666666666666666,940.2065217391304,-7.955219317488648,5.380504643738047,-8.051519899124978,-4.479672987345087
家居用品,2026-01,62217.47,0.363650155858835,16,0.8125,0.7692307692307693,1054.5333898305084,-0.8757145459389138,-0.0191631137889531,0.3935123946329989,0.3155618293939561
家居用品,2026-02,52843.38,-0.16330338417601276,36,0.6388888888888888,0.6086956521739131,1288.8629268292682,4.965789412804125,-1.4720170005149567,-1.4333605088925179,1.228768124052587
家居用品,2026-03,47011.26,-0.11694529681548005,21,1.1428571428571428,0.5,904.0626923076924,-4.608962612520728,4.972890154523105,-1.6820710161301309,-3.0323318538592017
家居用品,2026-04,46491.94,-0.011108183248744297,17,1.0588235294117647,0.5,1081.2079069767442,-19.022831090862123,-6.875379805532771,0.0,16.108432462108272
家居用品,2026-05,56891.53,0.20186750817087606,26,0.7692307692307693,0.65,1115.5201960784314,2.1047626624766798,-1.5828336179637748,1.2996854562914897,0.15476483275192562
家居用品,2026-06,61036.62,0.07032753951057913,31,0.5806451612903226,0.9444444444444444,1089.9396428571429,2.5010211886796565,-3.9991614107185263,5.312634351388087,-0.32986392900543143
家居用品,2026-07,57699.23,-0.056230183379812004,25,0.84,0.47619047619047616,1030.3433928571428,-3.8255500282465005,6.566972349173909,-12.17813796309405,-1.0000000000000158
家居用品,2026-08,55741.65,-0.03451620519970078,31,0.6129032258064516,0.7894736842105263,1092.9735294117647,6.232185096025867,-9.131792917277606,14.646701853236449,1.7096274769984026
家居用品,2026-09,67081.75,0.18518440152958604,19,0.9473684210526315,0.5555555555555556,1242.2546296296296,-2.643571603629333,2.3516073732530614,-1.8975566188912911,0.6913432591091295
家居用品,2026-10,66663.51,-0.006254298108666845,23,0.7391304347826086,0.6470588235294118,1169.5352631578946,30.547830219022675,-39.68689152483757,24.378210151670142,-9.644810389730768
家居用品,2026-11,60265.72,-0.10089427555688779,35,0.8,0.6071428571428571,1229.9126530612245,4.161324745560369,0.7843588758819475,-0.6310872892411151,0.4989053530460688
家居用品,2026-12,70720.58,0.15997316845123066,20,0.8,1.125,1219.3203448275863,-3.498185310407394,0.0,3.8554853151102075,-0.05406871707488995
服装鞋帽,2025-02,56881.9,-0.09744279002736178,19,0.6842105263157895,1.0,1053.3685185185186,-2.3974565087463815,1.6369284888393891,1.5819608591253709,0.2508859565167455
服装鞋帽,2025-03,50816.96,-0.11274703146003517,26,0.6538461538461539,0.47058823529411764,977.2492307692307,2.7819584674938636,-0.40261434534045976,-6.685513512997153,-0.6652654398601613
服装鞋帽,2025-04,36671.090000000004,-0.3262414509219198,30,0.5666666666666667,1.0,916.7772500000001,0.4386347695434999,-0.4386347695434999,2.3104721985704457,-0.19579727307464806
服装鞋帽,2025-05,61354.159999999996,0.5146742703070846,24,0.625,1.0666666666666667,1157.6256603773584,-0.43356267097064966,0.19037362855101134,0.12539682836498459,0.4532222112632934
服装鞋帽,2025-06,68173.67,0.10539544340478102,18,0.9444444444444444,1.2941176470588236,1239.5212727272726,-2.729549429826026,3.917106869793378,1.8339558326272054,0.6485495911043487
服装鞋帽,2025-07,33072.6,-0.72335327491386,21,0.8571428571428571,0.5555555555555556,1002.1999999999999,0.2131056638205107,-0.13408699365999274,-1.1690218369508567,-0.2938089292167497
服装鞋帽,2025-08,51924.55,0.4510865583689654,21,0.6190476190476191,0.6153846153846154,1180.103409090909,0.0,-0.7214189702554809,0.22673885360325766,0.3622464089996832
服装鞋帽,2025-09,53516.36,0.030195698169976026,25,0.72,0.9444444444444444,1029.1607692307693,5.774113456934054,5.002997858816194,14.185775719789962,-4.5323802656522005
服装鞋帽,2025-10,66720.42,0.22052365144579866,28,0.8571428571428571,0.5,1093.7773770491804,0.5139071685236343,0.7906335034889949,-2.883993451724215,0.2761314056550578
服装鞋帽,2025-11,44556.46,-0.4037539039785152,23,0.782608695652174,0.3888888888888889,1142.4733333333334,-0.487203448208693,-0.2253149190863736,-0.622444577760118,0.10788332604573281
服装鞋帽,2025-12,73018.16,0.4939510283180759,21,0.8095238095238095,0.35294117647058826,1073.7964705882353,-0.18417165465874097,0.06845489213963982,-0.19636008516385187,-0.1255084556448449
服装鞋帽,2026-01,65429.57,-0.1097338803831267,26,0.7692307692307693,0.8,1258.2609615384615,1.9462913327441165,-0.4652635140763201,7.45722579623439,1.4446778484280116
服装鞋帽,2026-02,55848.5,-0.15833162945103751,32,0.59375,1.263157894736842,1015.4272727272727,1.3114206270608415,-1.6353817620873246,2.8848209551014747,-1.3542530753047566
服装鞋帽,2026-03,38368.54,-0.3754048145255169,25,0.52,0.8461538461538461,983.808717948718,-0.6575836760206134,-0.3532973969473767,-1.0672983412615162,-0.08426443721206889
服装鞋帽,2026-04,59107.96,0.4321277493392248,20,0.65,1.0,1074.6901818181818,-0.5163832955773449,0.5163832955773449,0.38658495067398924,0.20446780002327572
服装鞋帽,2026-05,43077.84,-0.31635689055840643,20,0.8,0.75,957.2853333333333,0.0,0.6563453206653317,-0.9093592744067904,-0.36568255204447897
服装鞋帽,2026-06,67814.09,0.4537612787091039,24,0.625,0.5333333333333333,968.7727142857142,0.40180060606457596,-0.5440307260985623,-0.7513346840446332,0.026288110047643035
服装鞋帽,2026-07,63893.06,-0.05955924217795783,20,0.45,0.6666666666666666,1205.5294339622642,-3.0611799298787914,-5.515585070583915,3.746581439828873,3.6710353980997548
服装鞋帽,2026-08,79851.61,0.22295928897646355,23,1.0434782608695652,0.5,1506.6341509433962,0.6268496056690988,3.7722909617161267,-1.2902896926718745,0.999999999999996
服装鞋帽,2026-09,57940.34,-0.32075617679957347,16,1.125,0.6666666666666666,1093.213962264151,-1.1314060957776422,0.2345190106333989,0.8968870851442428,-1.0
服装鞋帽,2026-10,48541.68,-0.17699105013351257,22,0.4090909090909091,0.7777777777777778,1103.22,1.799264600545115,-5.715548390245622,0.870951834632177,0.05147847585217077
服装鞋帽,2026-11,53112.29,0.08998554123168567,22,0.7272727272727273,0.6875,1327.80725,0.0,6.39396215245483,-1.3710982839214225,2.0591721569905297
服装鞋帽,2026-12,53849.41,0.01378309562050184,23,0.6521739130434783,1.0,928.4381034482759,3.225092808956014,-7.907533017930025,27.184999637096634,-25.95791763062257
母婴用品,2025-02,62392.9,0.023222420678612465,25,0.84,0.6666666666666666,1057.506779661017,-13.240854775796489,13.24085477579647,-13.150293579533432,-6.1273551008405365
母婴用品,2025-03,55817.19,-0.11136960038916577,33,0.6363636363636364,0.5714285714285714,1139.1263265306122,2.492886170266695,-2.492886170266693,-1.3841360594686518,0.6675748601604824
母婴用品,2025-04,51488.91,-0.08071544178634404,38,0.8157894736842105,0.7741935483870968,1095.5087234042553,1.7478514041135313,3.0773066838846352,3.762383096434976,-0.4837085013933723
母婴用品,2025-05,46145.34,-0.10957046390564429,34,0.7058823529411765,0.625,904.8105882352941,-1.0151059979631476,-1.3206819964875756,-1.9537222667312955,-1.745438397382367
母婴用品,2025-06,59094.81,0.2473471225277315,45,0.6222222222222222,0.6071428571428571,1206.0165306122449,1.1332331756668477,-0.5100171938032414,-0.11719375013146709,1.1617376187960835
母婴用品,2025-07,66634.4,0.12007785741711174,43,0.7906976744186046,0.6176470588235294,1189.8999999999999,-0.3786074723072016,1.9955251840092196,0.14284964434921024,-0.11204010045480535
母婴用品,2025-08,63801.74,-0.043440498007997874,34,0.5588235294117647,0.8421052631578947,1139.3167857142857,-5.406005958637128,-7.989824479185717,7.135917960908433,-0.9999999999999796
母婴用品,2025-09,65460.69,0.025669347099626094,36,0.8333333333333334,0.36666666666666664,1073.1260655737706,2.2267186468790605,15.567205005443514,-32.390845342117665,-2.3316847953413014
母婴用品,2025-10,50516.479999999996,-0.2591501901269879,39,0.6666666666666666,0.7692307692307693,971.4707692307692,0.3088660966612223,-0.8610587983935716,2.859105926309457,-0.3840245862306258
母婴用品,2025-11,57006.86,0.12087199179139674,31,0.9032258064516129,0.5357142857142857,1295.6104545454546,-1.8993187606331838,2.51242996245419,-2.993166897008591,2.382074392812792
母婴用品,2025-12,63842.07,0.11324076595775345,40,0.875,0.6285714285714286,1082.0689830508475,2.2508877211576106,-0.28036456700076284,1.4115826539139669,-1.590478857206758
母婴用品,2026-01,68385.65,0.0687506298688394,26,0.7307692307692307,1.0,1068.52578125,-6.265875918726711,-2.619992959688644,6.753474244772558,-0.1831984610052419
母婴用品,2026-02,47628.99,-0.3617213978316336,35,0.7714285714285715,0.7407407407407407,1134.0235714285714,0.8217692545971242,0.14969079433658497,-0.8296567309795272,0.1644693059390425
母婴用品,2026-03,57081.79,0.18104354214726648,47,0.6170212765957447,0.5517241379310345,1297.313409090909,1.6283350221950792,-1.2336290683974125,-1.6272467485016158,0.7430451532093165
母婴用品,2026-04,67566.17,0.16862226238576739,19,0.631578947368421,1.0,1164.9339655172414,-5.3712280319876955,0.1382939714792527,3.526859972891036,-0.6382971780805208
母婴用品,2026-05,61093.75,-0.100697844378411,37,0.5945945945945946,0.8181818181818182,1174.8798076923076,6.6186017942274145,-0.5992494703333044,-1.9928003096874005,0.08442531852650831
母婴用品,2026-06,74099.59,0.19300042960356656,37,0.7027027027027027,0.5769230769230769,1234.9931666666666,0.0,0.8655632788295052,-1.8102324547917206,0.258546502022766
母婴用品,2026-07,68774.63,-0.07457507228900795,29,0.8620689655172413,0.68,1206.572456140351,-3.2668031713548746,2.740880608366462,2.204273506705228,-0.312192495251373
母婴用品,2026-08,70833.35,0.029495008056153793,26,0.9230769230769231,0.75,1362.1798076923078,-3.7022974110430473,2.3182667831301313,3.3219319070421895,4.112647030925889
母婴用品,2026-09,48025.34,-0.38860114671487445,30,0.7,0.5714285714285714,1021.815744680851,0.36824606630836754,-0.7118667523340261,-0.6997758956258713,-0.7398460665234599
母婴用品,2026-10,75905.72,0.45776325560525066,41,0.6585365853658537,0.48148148148148145,1244.3560655737706,0.682393532502152,-0.13338828753415968,-0.37414912295858177,0.43043427083608343
母婴用品,2026-11,44517.98,-0.5335988913689906,38,0.7631578947368421,0.5862068965517241,1035.3018604651163,-0.14240267025850517,0.2763215466617357,0.3688257711848227,-0.3446880154067926
母婴用品,2026-12,60290.36,0.3032790711111417,41,0.9512195121951219,0.5641025641025641,1076.6135714285715,0.25054780964452367,0.7263274328762533,-0.12673708970503544,0.12901482428774935
电子产品,2025-02,52292.56,-0.10005023831090121,26,0.5769230769230769,0.8666666666666667,1089.4283333333333,-1.0914445963203063,-2.7365548040007224,8.680639673630614,-0.39405819676263615
电子产品,2025-03,50035.5,-0.044121351239965634,35,0.6285714285714286,0.8181818181818182,926.5833333333334,6.737135539010362,1.9432933574914923,-1.3048070878058324,-3.669524671077967
电子产品,2025-04,66598.59,0.28595065265367303,22,0.6818181818181818,0.6,1128.7896610169491,-1.6237263451657082,0.28436149776330133,-1.0846449393472146,0.6903193032795939
电子产品,2025-05,42347.39,-0.4527766162319704,25,0.6,0.6666666666666666,1176.316388888889,0.28233209694820416,-0.282332096948205,0.2326986683513865,0.09108661476570351
电子产品,2025-06,59619.3,0.34207255723540797,26,0.7307692307692307,1.1578947368421053,1169.0058823529412,0.11465612287129659,0.5763925247451571,1.6138932241796775,-0.0182246044032058
电子产品,2025-07,56863.82,-0.04732006063465022,24,0.75,0.6666666666666666,1160.4861224489796,-1.6915174367913834,0.5489318072479422,-11.666692199793726,-0.15457981082117914
电子产品,2025-08,58424.48,0.027075693565937087,26,0.6153846153846154,0.6875,1145.5780392156864,2.9562569645209424,-7.306396153736833,1.1365049095350381,-0.47753683636117344
电子产品,2025-09,67540.24,0.1449885883151314,23,0.6521739130434783,0.6666666666666666,1125.6706666666666,-0.8455998055919919,0.4004715242040981,-0.2122350388009284,-0.12090842035472879
电子产品,2025-10,56475.44,-0.1789177150192085,26,0.7307692307692307,0.5789473684210527,1201.6051063829789,0.6852441753974443,0.6359708761073878,-0.7885110663567292,0.36485624403277245
电子产品,2025-11,32690.79,-0.5467124665258449,25,0.72,0.9444444444444444,860.2839473684211,-0.07173919666129924,-0.027155971421940504,0.8951420033239472,-0.6112006676298751
电子产品,2025-12,57156.26,0.5586955336942552,30,0.6333333333333333,0.6842105263157895,1078.42,0.32633437319319963,-0.22956033794582964,-0.5769353582148914,0.4044954116139251
电子产品,2026-01,81391.52,0.3534821701274087,24,1.0416666666666667,0.44,1252.1772307692308,-0.6312724379670412,1.4076534520443362,-1.2489765189734918,0.4226148485227685
电子产品,2026-02,57844.1,-0.34151963013870024,23,0.6956521739130435,0.75,1257.4804347826087,-0.1246183547385299,-1.182150168192848,1.5615456113063328,0.012374818004233968
电子产品,2026-03,40652.93,-0.3526805484217661,25,0.84,0.6666666666666666,1042.3828205128204,0.23642247725932392,0.5346257608715739,-0.3339652163507706,-0.5319283949790341
电子产品,2026-04,56942.94,0.3369788016980877,34,0.6470588235294118,0.5454545454545454,1095.0565384615386,0.9124749040547909,-0.7744246308611307,-0.5954994630253917,0.14629029778102176
电子产品,2026-05,51850.52,-0.09368475026029621,23,0.782608695652174,0.6666666666666666,1152.2337777777777,-4.172144426932008,2.0301661977687506,2.141978229163256,0.543273888326542
电子产品,2026-06,56813.97,0.09141728263556281,29,0.7586206896551724,0.5454545454545454,1052.1105555555555,2.535643232597573,-0.34053646857211267,-2.19510676402546,-0.9943882768948982
电子产品,2026-07,71092.71,0.22420255371648246,26,0.9230769230769231,0.5416666666666666,1184.8785,-0.48705641463424654,0.8751491261011326,-0.03108202471638927,0.5300654969743946
电子产品,2026-08,58195.87,-0.20017040988675383,31,0.6129032258064516,1.0526315789473684,1141.0954901960786,0.87870463253372,-2.0457844787191406,3.319160747334442,-0.1880971338884702
电子产品,2026-09,54096.68,-0.07304157388812804,33,0.6363636363636364,0.6190476190476191,1081.9336,0.8559557749548415,0.514270155694905,-7.268002952161496,-0.7288855340588775
电子产品,2026-10,62079.84,0.13764848242004035,26,0.8846153846153846,0.391304347826087,1171.3177358490566,-1.7320279835521648,2.3929272292708528,-3.3323764291952847,0.5766832507011165
电子产品,2026-11,45991.799999999996,-0.299958178822882,14,0.9285714285714286,0.8461538461538461,1045.2681818181818,-2.063751723108545,0.16167037061271555,2.5710769313116413,-0.3795725778700977
电子产品,2026-12,64996.31,0.34586737932426104,26,0.7692307692307693,0.6,1203.6353703703703,1.7898166910556081,-0.5443019595591096,-0.9939403356698997,0.40788167694180794
美妆个护,2025-02,53835.95,-0.11322180730263653,26,0.6538461538461539,0.7058823529411765,1145.445744680851,0.34640599799335886,-2.6236096166649325,1.5702487521096422,-0.8140516416457069
美妆个护,2025-03,65399.93,0.194579728501715,29,0.8620689655172413,0.64,1167.8558928571429,0.561205901590255,1.4208221533444882,-0.5035489005697743,0.09957686561605528
美妆个护,2025-04,49830.909999999996,-0.27188571390851557,27,0.8888888888888888,0.5,1186.450238095238,-0.26282721131199127,0.11268326320447489,-0.9079553110119997,0.05809925911951519
美妆个护,2025-05,47015.59,-0.05815622538094445,31,0.8387096774193549,0.7307692307692307,1093.3858139534882,2.3755038704090943,-0.9991644132103574,6.525348218855479,-1.404608401870303
美妆个护,2025-06,50222.74,0.06598866334065079,35,0.6571428571428571,0.391304347826087,865.9093103448275,1.839116764311025,-3.6970468372301757,-9.465445246458126,-3.534762180407972
美妆个护,2025-07,62377.88,0.21674281317308264,28,0.5357142857142857,1.0666666666666667,1113.8907142857142,-1.029531489637055,-0.9425939458928366,4.626719313316731,1.1619030375103918
美妆个护,2025-08,45240.66,-0.3212144853495431,26,0.6923076923076923,0.6111111111111112,1028.1968181818183,-0.23071180016392456,0.7983124692170461,-1.7340905583047597,-0.24921799042014436
美妆个护,2025-09,61630.74,0.3091645320405281,28,0.8214285714285714,0.6521739130434783,1232.6148,0.23970399083167446,0.5531504042541497,0.21034906508075582,0.5865199327161879
美妆个护,2025-10,55252.090000000004,-0.10925460430474843,39,0.717948717948718,0.5357142857142857,1042.4922641509434,3.0328894426286532,-1.2324134306762229,-1.8004760119524301,-1.5333313730325187
美妆个护,2025-11,47865.02,-0.14352120149662184,26,0.5,0.6923076923076923,938.5298039215686,-2.825123423438647,-2.520812540814874,1.7867013812151804,-0.7319818923847174
美妆个护,2025-12,42631.0,-0.11580327807915936,31,0.6451612903225806,1.0,835.9019607843137,1.518874675926108,2.201079743654182,3.1754263456510503,-0.9999999999999923
美妆个护,2026-01,55578.5,0.26521474766402875,27,0.8518518518518519,0.43478260869565216,1048.6509433962265,-0.5208999111008131,1.047876422045852,-3.140508324937588,0.8549617577204834
美妆个护,2026-02,52534.56,-0.05632519708808381,32,0.71875,1.173913043478261,1167.4346666666665,3.0163948921421766,-3.0163948921421784,17.634235197739173,1.905083909886936
美妆个护,2026-03,35586.21,-0.3895130354725307,26,0.6923076923076923,1.1666666666666667,889.65525,-0.5330742385202859,-0.09623065171430936,-0.015896695833066132,-0.6976146497549265
美妆个护,2026-04,52904.04,0.39652150319423995,31,0.8387096774193549,0.8846153846153846,1079.6742857142858,0.44358418155572854,0.4837924604751672,-0.6979520648695325,0.4881971283729384
美妆个护,2026-05,47102.68,-0.11614980684264076,25,0.72,0.7777777777777778,1239.5442105263157,-1.852016679703804,-1.3139358958653449,-1.1081560072067296,1.188846846113792
美妆个护,2026-06,63000.29,0.29080942993961045,24,0.8333333333333334,0.7,1032.7916393442624,-0.14037369602743596,0.5026745873008238,-0.36230089127338677,-0.6274840349750963
美妆个护,2026-07,67610.06,0.07061745898933758,27,0.6666666666666666,0.7222222222222222,1207.3225,1.6679024895835923,-3.159892107529697,0.44256114495458154,2.2110627408878387
美妆个护,2026-08,47651.28,-0.3498472962661108,23,0.6956521739130435,0.5625,916.3707692307692,-0.45832182151042,0.12165197465588834,-0.7144309735605789,-0.7881705162661813
美妆个护,2026-09,60503.15,0.23878593751833677,27,0.7777777777777778,0.9523809523809523,1186.3362745098038,0.6714911763297052,0.46732678887295515,2.205213532282207,1.0813200561930523
美妆个护,2026-10,53780.93,-0.11777648643204586,31,0.6129032258064516,0.7894736842105263,1054.5280392156862,1.1729874329416892,-2.0227619642504346,-1.5928358841222363,-1.0000000000000075
美妆个护,2026-11,59224.57,0.09641754620598597,38,0.7631578947368421,0.896551724137931,1233.8452083333334,2.111638008358682,2.2740455882415076,1.3191529042598888,1.6287716728127286
美妆个护,2026-12,65277.06,0.09730418330591561,29,0.7931034482758621,0.6086956521739131,1186.8556363636362,-2.7777873525760244,0.395550472496977,-3.9796602899534013,-0.3990372222393977
运动户外,2025-02,49268.2,-0.40304181661917937,27,0.8518518518518519,0.34782608695652173,1119.7318181818182,0.7445991459836461,-0.39783130053396354,-2.066557584326521,-0.27216532406454313
运动户外,2025-03,44070.35,-0.11149162176809746,29,0.6896551724137931,0.95,1049.2940476190477,0.6409357299580738,-1.8945002593705473,9.011972056085634,-0.5827487761219105
运动户外,2025-04,62600.32,0.35098316918111827,25,0.68,0.7647058823529411,993.655873015873,-0.42286929445806054,-0.04016980190929378,-0.6181797626175208,-0.15522664250299692
运动户外,2025-05,56495.42,-0.10261081699427876,22,0.8181818181818182,0.9444444444444444,1283.986818181818,-1.2458079494388206,1.802848771393644,2.057342285526304,2.4981213773328164
运动户外,2025-06,61512.72,0.08508440977474407,30,0.6,0.7777777777777778,1079.1705263157894,3.6452615599609395,-3.645261559960942,-2.281922328132427,-2.0424097035121798
运动户外,2025-07,39145.97,-0.45194650297632677,26,0.7692307692307693,0.9,932.0469047619048,-0.3166322622219051,0.5497583401182203,0.3229451089053452,-0.3242969078418171
运动户外,2025-08,49157.28,0.22772747391267778,25,0.92,0.5217391304347826,945.3323076923077,-0.17222653235209018,0.7859510864159983,-2.3942084857639565,0.062150487911905514
运动户外,2025-09,70730.34,0.3638496644180371,21,1.0476190476190477,0.6363636363636364,1198.8193220338983,-0.4791907323142616,0.3570200477763703,0.5458365413521784,0.6528958587160048
运动户外,2025-10,45638.79,-0.4381166052382248,41,0.7317073170731707,0.7666666666666667,1014.1953333333333,1.5271040197554047,-0.8191762110497894,0.425188079572472,-0.3817286290983824
运动户外,2025-11,69849.78,0.4255889232810084,30,0.6,0.7222222222222222,1317.9203773584904,-0.7339821784691923,-0.46629723629532727,-0.14032140273113003,0.615522362470509
运动户外,2025-12,53963.02,-0.2580479389350252,30,0.7333333333333333,0.7272727272727273,1101.2861224489795,0.0,0.7776488984578895,0.027005328331058974,-0.6959029559958851
运动户外,2026-01,52648.88,-0.024654031357572492,22,0.7727272727272727,0.7647058823529411,1253.5447619047618,-12.580292602271523,2.122404171667768,2.0357621760077533,5.252554707646688
运动户外,2026-02,43444.17,-0.19216830030546994,40,0.725,0.6206896551724138,851.8464705882352,3.111007381578028,-0.33176395234811684,-1.0858194882503756,-2.0103436109510753
运动户外,2026-03,58086.54,0.2904573019894059,29,0.41379310344827586,1.0,1001.4920689655172,-1.1071631593520466,-1.9307676282535535,1.6419765274405274,0.5571900691042534
运动户外,2026-04,72583.0,0.22279676714840413,22,0.7272727272727273,0.875,1170.6935483870968,-1.2399344037346227,2.5311653140115076,-0.5993416975192366,0.7006627369316902
运动户外,2026-05,47404.38,-0.4260161051362168,35,1.0285714285714285,0.4166666666666667,1128.6757142857143,1.0898780645455592,0.8136420288017024,-1.7415711185194418,-0.08579802015420719
运动户外,2026-06,61169.93,0.2549410994067749,32,1.0,0.40625,1054.6539655172414,-0.35150142090940395,-0.11049955080701908,-0.09930846004509365,-0.2660704492689327
运动户外,2026-07,54821.83,-0.10956725660715705,27,0.7777777777777778,0.5714285714285714,1015.2190740740741,-1.5506369517359937,-2.293700107706173,3.1138021336611743,-0.3478073085433372
运动户外,2026-08,49124.01,-0.10974055498025237,29,0.5862068965517241,0.9411764705882353,1116.4547727272727,0.6511627720035127,-2.5766960783115738,4.547007860574247,0.8661689170686759
