behavior_id,global_user_id,global_product_id,platform,session_id,behavior_type,behavior_time,duration_seconds,page_url,referrer,device_type,app_version,latitude,longitude,extra_data
69118,U-TAOBAO-933087,P-TAOBAO-131989,taobao,SES-TAOBAO-30308928,评价,2025-09-17 06:48:06,48,/product/P-TAOBAO-131989,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69119,U-TAOBAO-818200,P-TAOBAO-550255,taobao,SES-TAOBAO-92533398,支付,2026-03-25 08:16:25,240,/product/P-TAOBAO-550255,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69120,U-TAOBAO-158070,P-TAOBAO-476488,taobao,SES-TAOBAO-43600885,分享,2026-02-12 02:22:45,68,/product/P-TAOBAO-476488,https://m.jd.com,mobile,,0.000000,0.000000,{}
69121,U-TAOBAO-118315,P-TAOBAO-970051,taobao,SES-TAOBAO-14175953,收藏,2026-10-19 18:50:38,35,/product/P-TAOBAO-970051,,mobile,,0.000000,0.000000,{}
69122,U-TAOBAO-997375,P-TAOBAO-994834,taobao,SES-TAOBAO-69803571,支付,2025-12-10 23:26:32,24,/product/P-TAOBAO-994834,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69123,U-TAOBAO-118315,P-TAOBAO-434902,taobao,SES-TAOBAO-79332100,支付,2025-09-21 11:20:01,104,/product/P-TAOBAO-434902,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69124,U-TAOBAO-933087,P-TAOBAO-560781,taobao,SES-TAOBAO-29358281,加购,2025-07-25 02:23:59,134,/product/P-TAOBAO-560781,,mobile,,0.000000,0.000000,{}
69125,U-TAOBAO-415224,P-TAOBAO-979120,taobao,SES-TAOBAO-88342157,收藏,2025-03-22 23:40:18,38,/product/P-TAOBAO-979120,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69126,U-TAOBAO-997375,P-TAOBAO-438813,taobao,SES-TAOBAO-59559002,支付,2025-01-27 18:29:14,64,/product/P-TAOBAO-438813,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69127,U-TAOBAO-118725,P-TAOBAO-305281,taobao,SES-TAOBAO-24466434,浏览,2026-05-02 11:02:39,162,/product/P-TAOBAO-305281,,mobile,,0.000000,0.000000,{}
69128,U-TAOBAO-654003,P-TAOBAO-659368,taobao,SES-TAOBAO-24090130,分享,2025-04-26 06:27:32,197,/product/P-TAOBAO-659368,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69129,U-TAOBAO-118725,P-TAOBAO-153033,taobao,SES-TAOBAO-94763576,支付,2026-08-15 02:45:10,244,/product/P-TAOBAO-153033,,mobile,,0.000000,0.000000,{}
69130,U-TAOBAO-818200,P-TAOBAO-316598,taobao,SES-TAOBAO-68774999,加购,2026-05-23 00:47:40,86,/product/P-TAOBAO-316598,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69131,U-TAOBAO-997375,P-TAOBAO-283693,taobao,SES-TAOBAO-51508744,评价,2025-11-23 11:42:21,166,/product/P-TAOBAO-283693,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69132,U-TAOBAO-564611,P-TAOBAO-807486,taobao,SES-TAOBAO-41866173,分享,2025-10-09 18:06:46,33,/product/P-TAOBAO-807486,https://m.jd.com,mobile,,0.000000,0.000000,{}
69133,U-TAOBAO-195135,P-TAOBAO-448846,taobao,SES-TAOBAO-45737194,加购,2026-08-21 19:56:57,109,/product/P-TAOBAO-448846,,mobile,,0.000000,0.000000,{}
69134,U-TAOBAO-497506,P-TAOBAO-950651,taobao,SES-TAOBAO-44390379,分享,2025-09-19 22:09:06,115,/product/P-TAOBAO-950651,https://m.jd.com,mobile,,0.000000,0.000000,{}
69135,U-TAOBAO-796684,P-TAOBAO-377630,taobao,SES-TAOBAO-80095919,评价,2025-04-04 06:00:31,24,/product/P-TAOBAO-377630,,mobile,,0.000000,0.000000,{}
69136,U-TAOBAO-248784,P-TAOBAO-305281,taobao,SES-TAOBAO-74718018,下单,2025-06-16 16:24:12,56,/product/P-TAOBAO-305281,https://m.jd.com,mobile,,0.000000,0.000000,{}
69137,U-TAOBAO-675882,P-TAOBAO-135537,taobao,SES-TAOBAO-52603408,下单,2025-10-06 21:55:26,237,/product/P-TAOBAO-135537,https://m.jd.com,mobile,,0.000000,0.000000,{}
69138,U-TAOBAO-118725,P-TAOBAO-681239,taobao,SES-TAOBAO-90865409,浏览,2026-04-23 14:22:00,73,/product/P-TAOBAO-681239,https://m.jd.com,mobile,,0.000000,0.000000,{}
69139,U-TAOBAO-110748,P-TAOBAO-807486,taobao,SES-TAOBAO-81635525,支付,2025-06-19 17:23:49,69,/product/P-TAOBAO-807486,,mobile,,0.000000,0.000000,{}
69140,U-TAOBAO-791198,P-TAOBAO-970051,taobao,SES-TAOBAO-86480313,支付,2026-02-08 01:38:51,232,/product/P-TAOBAO-970051,,mobile,,0.000000,0.000000,{}
69141,U-TAOBAO-997375,P-TAOBAO-560781,taobao,SES-TAOBAO-75109562,支付,2025-11-13 06:17:44,225,/product/P-TAOBAO-560781,https://m.jd.com,mobile,,0.000000,0.000000,{}
69142,U-TAOBAO-497506,P-TAOBAO-259150,taobao,SES-TAOBAO-64688129,支付,2025-03-21 01:14:50,60,/product/P-TAOBAO-259150,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69143,U-TAOBAO-933087,P-TAOBAO-631658,taobao,SES-TAOBAO-55932002,评价,2025-07-17 01:26:39,96,/product/P-TAOBAO-631658,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69144,U-TAOBAO-564611,P-TAOBAO-631658,taobao,SES-TAOBAO-95110776,分享,2025-12-02 10:29:51,133,/product/P-TAOBAO-631658,https://m.jd.com,mobile,,0.000000,0.000000,{}
69145,U-TAOBAO-796684,P-TAOBAO-659368,taobao,SES-TAOBAO-30710956,浏览,2025-11-11 07:43:51,291,/product/P-TAOBAO-659368,,mobile,,0.000000,0.000000,{}
69146,U-TAOBAO-149885,P-TAOBAO-674754,taobao,SES-TAOBAO-74723828,浏览,2026-06-18 21:41:55,209,/product/P-TAOBAO-674754,https://m.jd.com,mobile,,0.000000,0.000000,{}
69147,U-TAOBAO-415224,P-TAOBAO-659368,taobao,SES-TAOBAO-84708699,支付,2026-04-25 23:32:39,146,/product/P-TAOBAO-659368,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69148,U-TAOBAO-796684,P-TAOBAO-270781,taobao,SES-TAOBAO-40596422,收藏,2026-09-13 17:34:38,143,/product/P-TAOBAO-270781,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69149,U-TAOBAO-118315,P-TAOBAO-807486,taobao,SES-TAOBAO-81241990,下单,2025-06-27 05:07:40,58,/product/P-TAOBAO-807486,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69150,U-TAOBAO-497506,P-TAOBAO-433412,taobao,SES-TAOBAO-95025992,浏览,2026-04-20 23:35:11,103,/product/P-TAOBAO-433412,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69151,U-TAOBAO-654003,P-TAOBAO-438813,taobao,SES-TAOBAO-80981216,支付,2025-09-16 17:45:13,269,/product/P-TAOBAO-438813,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69152,U-TAOBAO-497506,P-TAOBAO-631658,taobao,SES-TAOBAO-45847780,评价,2025-11-04 07:09:25,68,/product/P-TAOBAO-631658,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69153,U-TAOBAO-118725,P-TAOBAO-970483,taobao,SES-TAOBAO-82122500,支付,2026-06-21 17:43:45,60,/product/P-TAOBAO-970483,https://m.jd.com,mobile,,0.000000,0.000000,{}
69154,U-TAOBAO-118725,P-TAOBAO-222930,taobao,SES-TAOBAO-50040783,分享,2025-02-18 11:44:20,179,/product/P-TAOBAO-222930,https://m.jd.com,mobile,,0.000000,0.000000,{}
69155,U-TAOBAO-997375,P-TAOBAO-985840,taobao,SES-TAOBAO-93370354,支付,2026-12-12 20:43:15,197,/product/P-TAOBAO-985840,,mobile,,0.000000,0.000000,{}
69156,U-TAOBAO-870811,P-TAOBAO-250103,taobao,SES-TAOBAO-87895443,收藏,2026-01-21 02:52:53,225,/product/P-TAOBAO-250103,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69157,U-TAOBAO-158070,P-TAOBAO-493263,taobao,SES-TAOBAO-83822801,支付,2025-07-16 01:21:08,122,/product/P-TAOBAO-493263,,mobile,,0.000000,0.000000,{}
69158,U-TAOBAO-564611,P-TAOBAO-808207,taobao,SES-TAOBAO-65205879,分享,2025-02-08 20:14:48,77,/product/P-TAOBAO-808207,https://m.jd.com,mobile,,0.000000,0.000000,{}
69159,U-TAOBAO-564611,P-TAOBAO-560781,taobao,SES-TAOBAO-38016494,支付,2025-01-10 00:09:52,182,/product/P-TAOBAO-560781,https://m.jd.com,mobile,,0.000000,0.000000,{}
69160,U-TAOBAO-791198,P-TAOBAO-642317,taobao,SES-TAOBAO-33796729,下单,2026-06-12 12:44:59,185,/product/P-TAOBAO-642317,https://m.jd.com,mobile,,0.000000,0.000000,{}
69161,U-TAOBAO-818200,P-TAOBAO-450675,taobao,SES-TAOBAO-53832124,收藏,2026-08-16 16:52:28,130,/product/P-TAOBAO-450675,,mobile,,0.000000,0.000000,{}
69162,U-TAOBAO-791198,P-TAOBAO-255992,taobao,SES-TAOBAO-96308544,分享,2025-09-08 04:42:14,190,/product/P-TAOBAO-255992,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69163,U-TAOBAO-149885,P-TAOBAO-131989,taobao,SES-TAOBAO-75588775,加购,2025-09-02 23:20:01,198,/product/P-TAOBAO-131989,,mobile,,0.000000,0.000000,{}
69164,U-TAOBAO-195135,P-TAOBAO-550255,taobao,SES-TAOBAO-58921568,评价,2025-01-27 13:39:06,58,/product/P-TAOBAO-550255,https://m.jd.com,mobile,,0.000000,0.000000,{}
69165,U-TAOBAO-675882,P-TAOBAO-658799,taobao,SES-TAOBAO-54506734,下单,2026-08-28 04:06:03,294,/product/P-TAOBAO-658799,https://m.jd.com,mobile,,0.000000,0.000000,{}
69166,U-TAOBAO-675882,P-TAOBAO-293104,taobao,SES-TAOBAO-68199853,下单,2026-01-17 01:19:03,28,/product/P-TAOBAO-293104,,mobile,,0.000000,0.000000,{}
69167,U-TAOBAO-997375,P-TAOBAO-135537,taobao,SES-TAOBAO-87732225,浏览,2026-02-18 18:59:15,11,/product/P-TAOBAO-135537,https://m.jd.com,mobile,,0.000000,0.000000,{}
69168,U-TAOBAO-110748,P-TAOBAO-403719,taobao,SES-TAOBAO-19811409,加购,2025-05-09 11:33:08,203,/product/P-TAOBAO-403719,,mobile,,0.000000,0.000000,{}
69169,U-TAOBAO-796684,P-TAOBAO-674754,taobao,SES-TAOBAO-50484761,浏览,2026-09-21 03:55:41,144,/product/P-TAOBAO-674754,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69170,U-TAOBAO-110748,P-TAOBAO-710135,taobao,SES-TAOBAO-47451373,加购,2026-08-04 20:16:03,130,/product/P-TAOBAO-710135,https://m.jd.com,mobile,,0.000000,0.000000,{}
69171,U-TAOBAO-870811,P-TAOBAO-674754,taobao,SES-TAOBAO-72080744,加购,2025-07-25 23:15:58,25,/product/P-TAOBAO-674754,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69172,U-TAOBAO-791198,P-TAOBAO-693776,taobao,SES-TAOBAO-34813113,评价,2026-04-11 16:45:26,14,/product/P-TAOBAO-693776,https://m.jd.com,mobile,,0.000000,0.000000,{}
69173,U-TAOBAO-870811,P-TAOBAO-550439,taobao,SES-TAOBAO-75234013,分享,2025-06-09 15:31:02,179,/product/P-TAOBAO-550439,https://m.jd.com,mobile,,0.000000,0.000000,{}
69174,U-TAOBAO-615391,P-TAOBAO-450797,taobao,SES-TAOBAO-89343890,收藏,2025-11-05 00:10:30,182,/product/P-TAOBAO-450797,,mobile,,0.000000,0.000000,{}
69175,U-TAOBAO-692729,P-TAOBAO-682170,taobao,SES-TAOBAO-90952339,收藏,2025-01-06 16:24:06,121,/product/P-TAOBAO-682170,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69176,U-TAOBAO-949575,P-TAOBAO-189551,taobao,SES-TAOBAO-82412165,浏览,2026-07-07 19:35:30,259,/product/P-TAOBAO-189551,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69177,U-TAOBAO-432342,P-TAOBAO-448846,taobao,SES-TAOBAO-15457889,下单,2026-11-14 03:14:16,92,/product/P-TAOBAO-448846,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69178,U-TAOBAO-692729,P-TAOBAO-476488,taobao,SES-TAOBAO-94283574,分享,2025-06-07 19:59:46,22,/product/P-TAOBAO-476488,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69179,U-TAOBAO-448400,P-TAOBAO-631658,taobao,SES-TAOBAO-59434258,加购,2025-08-25 15:02:37,116,/product/P-TAOBAO-631658,,mobile,,0.000000,0.000000,{}
69180,U-TAOBAO-134208,P-TAOBAO-325250,taobao,SES-TAOBAO-54136344,分享,2026-06-04 13:33:51,258,/product/P-TAOBAO-325250,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69181,U-TAOBAO-134208,P-TAOBAO-404378,taobao,SES-TAOBAO-93267276,下单,2026-09-01 02:28:58,130,/product/P-TAOBAO-404378,https://m.jd.com,mobile,,0.000000,0.000000,{}
69182,U-TAOBAO-949575,P-TAOBAO-135537,taobao,SES-TAOBAO-31684550,收藏,2025-11-04 16:56:27,229,/product/P-TAOBAO-135537,https://m.jd.com,mobile,,0.000000,0.000000,{}
69183,U-TAOBAO-432342,P-TAOBAO-402068,taobao,SES-TAOBAO-52989584,收藏,2026-10-24 02:13:12,27,/product/P-TAOBAO-402068,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69184,U-TAOBAO-615391,P-TAOBAO-808207,taobao,SES-TAOBAO-76748090,浏览,2026-03-08 12:13:04,103,/product/P-TAOBAO-808207,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69185,U-TAOBAO-432342,P-TAOBAO-876927,taobao,SES-TAOBAO-16883977,评价,2025-12-03 03:30:06,161,/product/P-TAOBAO-876927,https://m.jd.com,mobile,,0.000000,0.000000,{}
69186,U-TAOBAO-518897,P-TAOBAO-646540,taobao,SES-TAOBAO-75867740,加购,2026-01-25 01:06:45,17,/product/P-TAOBAO-646540,,mobile,,0.000000,0.000000,{}
69187,U-TAOBAO-219778,P-TAOBAO-827058,taobao,SES-TAOBAO-81242743,浏览,2026-06-09 01:46:41,98,/product/P-TAOBAO-827058,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69188,U-TAOBAO-382808,P-TAOBAO-476488,taobao,SES-TAOBAO-24228072,下单,2026-07-28 06:25:34,129,/product/P-TAOBAO-476488,,mobile,,0.000000,0.000000,{}
69189,U-TAOBAO-615391,P-TAOBAO-646540,taobao,SES-TAOBAO-49615505,分享,2026-03-18 08:00:59,265,/product/P-TAOBAO-646540,,mobile,,0.000000,0.000000,{}
69190,U-TAOBAO-407772,P-TAOBAO-950651,taobao,SES-TAOBAO-18798594,分享,2025-02-03 07:12:17,157,/product/P-TAOBAO-950651,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69191,U-TAOBAO-407413,P-TAOBAO-283693,taobao,SES-TAOBAO-85796100,评价,2025-08-15 10:24:26,21,/product/P-TAOBAO-283693,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69192,U-TAOBAO-949575,P-TAOBAO-287660,taobao,SES-TAOBAO-43844353,支付,2026-12-07 08:22:14,177,/product/P-TAOBAO-287660,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69193,U-TAOBAO-448400,P-TAOBAO-700421,taobao,SES-TAOBAO-73011861,收藏,2026-02-22 11:18:25,256,/product/P-TAOBAO-700421,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69194,U-TAOBAO-407772,P-TAOBAO-701232,taobao,SES-TAOBAO-82509760,加购,2025-06-10 16:24:16,200,/product/P-TAOBAO-701232,,mobile,,0.000000,0.000000,{}
69195,U-TAOBAO-172971,P-TAOBAO-773002,taobao,SES-TAOBAO-66859871,下单,2026-10-25 18:42:26,183,/product/P-TAOBAO-773002,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69196,U-TAOBAO-432342,P-TAOBAO-105733,taobao,SES-TAOBAO-52223737,浏览,2025-04-08 15:48:57,269,/product/P-TAOBAO-105733,,mobile,,0.000000,0.000000,{}
69197,U-TAOBAO-275771,P-TAOBAO-517280,taobao,SES-TAOBAO-41014218,分享,2026-10-14 00:59:24,172,/product/P-TAOBAO-517280,https://m.jd.com,mobile,,0.000000,0.000000,{}
69198,U-TAOBAO-134208,P-TAOBAO-700372,taobao,SES-TAOBAO-61263639,下单,2025-10-18 22:23:05,14,/product/P-TAOBAO-700372,,mobile,,0.000000,0.000000,{}
69199,U-TAOBAO-113263,P-TAOBAO-970051,taobao,SES-TAOBAO-79514468,下单,2026-07-15 18:05:41,168,/product/P-TAOBAO-970051,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69200,U-TAOBAO-113263,P-TAOBAO-283693,taobao,SES-TAOBAO-26443315,收藏,2026-12-05 05:09:16,272,/product/P-TAOBAO-283693,,mobile,,0.000000,0.000000,{}
69201,U-TAOBAO-219778,P-TAOBAO-255979,taobao,SES-TAOBAO-68417621,加购,2026-01-23 08:23:04,12,/product/P-TAOBAO-255979,https://m.jd.com,mobile,,0.000000,0.000000,{}
69202,U-TAOBAO-615391,P-TAOBAO-270781,taobao,SES-TAOBAO-46906794,下单,2025-09-05 18:52:16,172,/product/P-TAOBAO-270781,,mobile,,0.000000,0.000000,{}
69203,U-TAOBAO-113263,P-TAOBAO-527470,taobao,SES-TAOBAO-23329408,评价,2025-02-08 00:39:11,36,/product/P-TAOBAO-527470,,mobile,,0.000000,0.000000,{}
69204,U-TAOBAO-432342,P-TAOBAO-773002,taobao,SES-TAOBAO-88928730,支付,2025-06-12 22:58:46,199,/product/P-TAOBAO-773002,,mobile,,0.000000,0.000000,{}
69205,U-TAOBAO-683569,P-TAOBAO-979120,taobao,SES-TAOBAO-55426647,下单,2025-11-19 15:04:43,19,/product/P-TAOBAO-979120,,mobile,,0.000000,0.000000,{}
69206,U-TAOBAO-134208,P-TAOBAO-642317,taobao,SES-TAOBAO-20534126,下单,2025-03-06 09:17:23,110,/product/P-TAOBAO-642317,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69207,U-TAOBAO-407413,P-TAOBAO-283693,taobao,SES-TAOBAO-12882593,收藏,2025-06-18 17:32:15,28,/product/P-TAOBAO-283693,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69208,U-TAOBAO-113263,P-TAOBAO-840530,taobao,SES-TAOBAO-82132422,下单,2026-03-27 00:09:34,235,/product/P-TAOBAO-840530,,mobile,,0.000000,0.000000,{}
69209,U-TAOBAO-949575,P-TAOBAO-674754,taobao,SES-TAOBAO-85191298,收藏,2025-06-10 23:07:53,138,/product/P-TAOBAO-674754,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69210,U-TAOBAO-518897,P-TAOBAO-682467,taobao,SES-TAOBAO-76228364,支付,2026-04-14 16:38:31,20,/product/P-TAOBAO-682467,,mobile,,0.000000,0.000000,{}
69211,U-TAOBAO-448400,P-TAOBAO-415994,taobao,SES-TAOBAO-61849030,分享,2026-04-05 05:20:19,105,/product/P-TAOBAO-415994,https://m.jd.com,mobile,,0.000000,0.000000,{}
69212,U-TAOBAO-518897,P-TAOBAO-674754,taobao,SES-TAOBAO-64040299,下单,2026-04-13 05:25:55,128,/product/P-TAOBAO-674754,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69213,U-TAOBAO-407413,P-TAOBAO-415530,taobao,SES-TAOBAO-50466402,分享,2026-11-24 14:14:51,42,/product/P-TAOBAO-415530,https://m.jd.com,mobile,,0.000000,0.000000,{}
69214,U-TAOBAO-388349,P-TAOBAO-693776,taobao,SES-TAOBAO-49954206,支付,2026-09-09 10:21:21,291,/product/P-TAOBAO-693776,https://m.jd.com,mobile,,0.000000,0.000000,{}
69215,U-TAOBAO-518897,P-TAOBAO-681239,taobao,SES-TAOBAO-41147826,浏览,2026-10-08 04:32:10,291,/product/P-TAOBAO-681239,,mobile,,0.000000,0.000000,{}
69216,U-TAOBAO-518897,P-TAOBAO-325250,taobao,SES-TAOBAO-84083118,评价,2026-08-25 15:39:42,21,/product/P-TAOBAO-325250,,mobile,,0.000000,0.000000,{}
69217,U-TAOBAO-448400,P-TAOBAO-700421,taobao,SES-TAOBAO-72162555,分享,2025-09-20 18:35:49,201,/product/P-TAOBAO-700421,,mobile,,0.000000,0.000000,{}
69218,U-TAOBAO-407413,P-TAOBAO-402068,taobao,SES-TAOBAO-96318725,加购,2026-10-10 21:57:11,148,/product/P-TAOBAO-402068,https://m.jd.com,mobile,,0.000000,0.000000,{}
69219,U-TAOBAO-219778,P-TAOBAO-741406,taobao,SES-TAOBAO-51164136,加购,2025-04-08 11:47:54,96,/product/P-TAOBAO-741406,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69220,U-TAOBAO-407772,P-TAOBAO-510095,taobao,SES-TAOBAO-14409242,浏览,2026-10-25 08:32:35,65,/product/P-TAOBAO-510095,https://m.jd.com,mobile,,0.000000,0.000000,{}
69221,U-TAOBAO-692729,P-TAOBAO-907124,taobao,SES-TAOBAO-98725049,分享,2025-07-06 12:27:06,149,/product/P-TAOBAO-907124,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69222,U-TAOBAO-172971,P-TAOBAO-450797,taobao,SES-TAOBAO-58747582,分享,2026-10-01 05:58:25,133,/product/P-TAOBAO-450797,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69223,U-TAOBAO-219778,P-TAOBAO-653845,taobao,SES-TAOBAO-79475074,下单,2025-01-22 14:41:06,193,/product/P-TAOBAO-653845,,mobile,,0.000000,0.000000,{}
69224,U-TAOBAO-113263,P-TAOBAO-967964,taobao,SES-TAOBAO-46774253,浏览,2026-06-27 19:01:53,151,/product/P-TAOBAO-967964,,mobile,,0.000000,0.000000,{}
69225,U-TAOBAO-172971,P-TAOBAO-450675,taobao,SES-TAOBAO-75612804,浏览,2025-08-06 18:41:44,18,/product/P-TAOBAO-450675,https://m.jd.com,mobile,,0.000000,0.000000,{}
69226,U-TAOBAO-683569,P-TAOBAO-450797,taobao,SES-TAOBAO-34340427,加购,2025-01-15 10:11:25,43,/product/P-TAOBAO-450797,,mobile,,0.000000,0.000000,{}
69227,U-TAOBAO-692729,P-TAOBAO-659368,taobao,SES-TAOBAO-55178648,评价,2026-04-18 13:59:12,22,/product/P-TAOBAO-659368,,mobile,,0.000000,0.000000,{}
69228,U-TAOBAO-692729,P-TAOBAO-988498,taobao,SES-TAOBAO-17648239,收藏,2026-08-10 12:20:26,77,/product/P-TAOBAO-988498,https://m.jd.com,mobile,,0.000000,0.000000,{}
69229,U-TAOBAO-683569,P-TAOBAO-438813,taobao,SES-TAOBAO-21575548,评价,2026-01-08 23:20:31,282,/product/P-TAOBAO-438813,https://m.jd.com,mobile,,0.000000,0.000000,{}
69230,U-TAOBAO-683569,P-TAOBAO-137968,taobao,SES-TAOBAO-36032785,评价,2025-06-24 23:33:08,231,/product/P-TAOBAO-137968,https://m.jd.com,mobile,,0.000000,0.000000,{}
69231,U-TAOBAO-388349,P-TAOBAO-560781,taobao,SES-TAOBAO-20595598,支付,2025-06-18 12:15:19,147,/product/P-TAOBAO-560781,https://m.taobao.com,mobile,,0.000000,0.000000,{}
69232,U-TAOBAO-518897,P-TAOBAO-448846,taobao,SES-TAOBAO-64783040,分享,2026-07-14 13:23:37,198,/product/P-TAOBAO-448846,https://m.jd.com,mobile,,0.000000,0.000000,{}
69233,U-TAOBAO-448400,P-TAOBAO-773002,taobao,SES-TAOBAO-30094155,收藏,2025-01-13 07:22:24,241,/product/P-TAOBAO-773002,https://m.jd.com,mobile,,0.000000,0.000000,{}
69234,U-TAOBAO-407413,P-TAOBAO-701232,taobao,SES-TAOBAO-14594462,下单,2025-11-02 11:49:51,190,/product/P-TAOBAO-701232,https://m.jd.com,mobile,,0.000000,0.000000,{}
