global_product_id,platform_product_id,platform,product_name,category,subcategory,price,brand,stock_status,tags
P-DOUYIN-149364,douyin_7886274,douyin,耐克 电子产品 6,美妆个护,其他,972.00,华为,有货,
P-DOUYIN-149847,douyin_7013237,douyin,Apple 运动户外 4,食品饮料,其他,4512.60,ZARA,有货,
P-DOUYIN-150273,douyin_7846096,douyin,优衣库 服装鞋帽 51,家居用品,其他,662.94,阿迪达斯,有货,
P-DOUYIN-151514,douyin_5437555,douyin,耐克 运动户外 54,母婴用品,其他,4728.98,ZARA,有货,
P-DOUYIN-152235,douyin_2458316,douyin,三星 电子产品 67,食品饮料,其他,4927.14,阿迪达斯,有货,
P-DOUYIN-152271,douyin_8642977,douyin,Apple 服装鞋帽 92,运动户外,其他,1284.74,小米,有货,
P-DOUYIN-152970,douyin_1837137,douyin,耐克 图书文具 83,图书文具,其他,1786.90,华为,有货,
P-DOUYIN-153107,douyin_9521008,douyin,格力 食品饮料 6,电子产品,其他,3304.82,海尔,有货,
P-DOUYIN-154834,douyin_2139918,douyin,耐克 美妆个护 38,母婴用品,其他,4337.88,小米,有货,
P-DOUYIN-155288,douyin_2510813,douyin,耐克 家居用品 55,食品饮料,其他,2196.74,三星,有货,
P-DOUYIN-156605,douyin_1078242,douyin,三星 图书文具 50,母婴用品,其他,3012.65,耐克,有货,
P-DOUYIN-156720,douyin_7580126,douyin,华为 运动户外 94,家居用品,其他,1920.04,小米,有货,
P-DOUYIN-156748,douyin_7833340,douyin,Apple 运动户外 26,食品饮料,其他,3830.36,海尔,有货,
P-DOUYIN-156881,douyin_9155272,douyin,耐克 美妆个护 64,电子产品,其他,2968.74,耐克,有货,
P-DOUYIN-158243,douyin_2719452,douyin,耐克 运动户外 33,图书文具,其他,148.24,格力,有货,
P-DOUYIN-159115,douyin_3250028,douyin,Apple 服装鞋帽 81,运动户外,其他,2224.82,ZARA,有货,
P-DOUYIN-159720,douyin_5402137,douyin,耐克 食品饮料 15,图书文具,其他,4614.25,Apple,有货,
P-DOUYIN-160122,douyin_3004771,douyin,ZARA 美妆个护 31,图书文具,其他,3567.21,优衣库,有货,
P-DOUYIN-160879,douyin_3593063,douyin,格力 电子产品 58,母婴用品,其他,3017.52,海尔,有货,
P-DOUYIN-162264,douyin_8220253,douyin,Apple 母婴用品 45,图书文具,其他,3520.88,华为,有货,
P-DOUYIN-162441,douyin_4751251,douyin,ZARA 家居用品 78,运动户外,其他,1327.38,阿迪达斯,有货,
P-DOUYIN-162785,douyin_5355797,douyin,阿迪达斯 运动户外 16,图书文具,其他,587.49,格力,有货,
P-DOUYIN-164384,douyin_5513860,douyin,阿迪达斯 母婴用品 79,电子产品,其他,4844.33,优衣库,有货,
P-DOUYIN-165180,douyin_1141731,douyin,三星 母婴用品 89,电子产品,其他,3037.26,三星,有货,
P-DOUYIN-166728,douyin_5389494,douyin,ZARA 母婴用品 96,电子产品,其他,1031.71,Apple,有货,
P-DOUYIN-168121,douyin_5755534,douyin,耐克 图书文具 76,美妆个护,其他,2116.49,格力,有货,
P-DOUYIN-169742,douyin_1552713,douyin,格力 家居用品 6,服装鞋帽,其他,1733.81,优衣库,有货,
P-DOUYIN-170822,douyin_1683525,douyin,华为 食品饮料 47,母婴用品,其他,3112.09,三星,有货,
P-DOUYIN-171323,douyin_3616070,douyin,Apple 运动户外 18,家居用品,其他,369.18,三星,有货,
P-DOUYIN-173959,douyin_2250371,douyin,三星 母婴用品 31,图书文具,其他,1388.14,耐克,有货,
P-DOUYIN-174481,douyin_6109218,douyin,Apple 美妆个护 68,电子产品,其他,3605.52,ZARA,有货,
P-DOUYIN-176719,douyin_3739115,douyin,耐克 家居用品 68,图书文具,其他,4649.97,耐克,有货,
P-DOUYIN-179238,douyin_9998932,douyin,ZARA 图书文具 14,美妆个护,其他,1767.18,格力,有货,
P-DOUYIN-179335,douyin_2964198,douyin,三星 服装鞋帽 72,图书文具,其他,4636.06,三星,有货,
P-DOUYIN-180208,douyin_6877913,douyin,海尔 运动户外 83,家居用品,其他,3514.20,格力,有货,
P-DOUYIN-180363,douyin_3924158,douyin,格力 食品饮料 20,美妆个护,其他,4615.30,三星,有货,
P-DOUYIN-180898,douyin_4141316,douyin,三星 运动户外 16,美妆个护,其他,1287.79,阿迪达斯,有货,
P-DOUYIN-181210,douyin_8353290,douyin,Apple 美妆个护 5,电子产品,其他,1724.25,Apple,有货,
P-DOUYIN-181553,douyin_1541562,douyin,Apple 服装鞋帽 18,运动户外,其他,3190.38,格力,有货,
P-DOUYIN-181850,douyin_2013945,douyin,ZARA 运动户外 2,电子产品,其他,4620.93,Apple,有货,
P-DOUYIN-182220,douyin_2081566,douyin,小米 图书文具 65,母婴用品,其他,214.90,格力,有货,
P-DOUYIN-182789,douyin_3276852,douyin,Apple 食品饮料 54,家居用品,其他,2769.32,ZARA,有货,
P-DOUYIN-182938,douyin_2503126,douyin,海尔 运动户外 86,母婴用品,其他,4131.16,ZARA,有货,
P-DOUYIN-183634,douyin_4508487,douyin,三星 母婴用品 97,美妆个护,其他,1368.76,优衣库,有货,
P-DOUYIN-183667,douyin_6044899,douyin,海尔 母婴用品 3,图书文具,其他,1700.75,海尔,有货,
P-DOUYIN-185357,douyin_6889937,douyin,耐克 母婴用品 52,美妆个护,其他,3836.09,华为,有货,
P-DOUYIN-185710,douyin_8520988,douyin,Apple 美妆个护 21,服装鞋帽,其他,121.65,耐克,有货,
P-DOUYIN-185919,douyin_7064355,douyin,海尔 食品饮料 37,美妆个护,其他,4207.66,ZARA,有货,
P-DOUYIN-186357,douyin_2492166,douyin,格力 图书文具 55,美妆个护,其他,4463.59,华为,有货,
P-DOUYIN-186633,douyin_7683075,douyin,Apple 图书文具 7,美妆个护,其他,1736.42,华为,有货,
P-DOUYIN-186967,douyin_3443529,douyin,格力 家居用品 43,电子产品,其他,4580.18,优衣库,有货,
P-DOUYIN-187562,douyin_6845559,douyin,阿迪达斯 美妆个护 99,家居用品,其他,559.79,ZARA,有货,
P-DOUYIN-188462,douyin_4151401,douyin,优衣库 家居用品 3,图书文具,其他,769.17,三星,有货,
P-DOUYIN-189953,douyin_4407828,douyin,华为 服装鞋帽 80,家居用品,其他,445.21,Apple,有货,
P-DOUYIN-190314,douyin_8018277,douyin,优衣库 家居用品 3,服装鞋帽,其他,534.64,三星,有货,
P-DOUYIN-191211,douyin_3724666,douyin,Apple 服装鞋帽 79,食品饮料,其他,277.90,海尔,有货,
P-DOUYIN-192309,douyin_8107879,douyin,格力 电子产品 15,图书文具,其他,2196.52,优衣库,有货,
P-DOUYIN-192524,douyin_7901502,douyin,三星 家居用品 23,家居用品,其他,4880.98,格力,有货,
P-DOUYIN-192853,douyin_2148778,douyin,耐克 图书文具 81,家居用品,其他,3600.90,海尔,有货,
P-DOUYIN-192874,douyin_9360387,douyin,华为 图书文具 44,食品饮料,其他,1753.66,海尔,有货,
P-DOUYIN-193938,douyin_9248054,douyin,三星 食品饮料 86,食品饮料,其他,1098.67,海尔,有货,
P-DOUYIN-195492,douyin_9902170,douyin,耐克 电子产品 63,图书文具,其他,1559.68,Apple,有货,
P-DOUYIN-195711,douyin_4972856,douyin,华为 美妆个护 33,家居用品,其他,3556.22,优衣库,有货,
P-DOUYIN-195892,douyin_7946138,douyin,华为 家居用品 59,电子产品,其他,1008.85,三星,有货,
P-DOUYIN-196826,douyin_2623693,douyin,小米 图书文具 77,家居用品,其他,4709.68,耐克,有货,
P-DOUYIN-197468,douyin_7044087,douyin,格力 食品饮料 22,电子产品,其他,4981.32,小米,有货,
P-DOUYIN-198691,douyin_8683644,douyin,格力 母婴用品 19,美妆个护,其他,1942.62,Apple,有货,
P-DOUYIN-198741,douyin_5376832,douyin,阿迪达斯 服装鞋帽 100,服装鞋帽,其他,2828.38,耐克,有货,
P-DOUYIN-199744,douyin_2141156,douyin,ZARA 图书文具 55,运动户外,其他,2432.98,格力,有货,
P-DOUYIN-200183,douyin_7398674,douyin,海尔 家居用品 67,服装鞋帽,其他,432.42,华为,有货,
P-DOUYIN-200404,douyin_3268991,douyin,ZARA 母婴用品 51,运动户外,其他,902.12,阿迪达斯,有货,
P-DOUYIN-202220,douyin_6379666,douyin,三星 家居用品 91,图书文具,其他,2867.30,阿迪达斯,有货,
P-DOUYIN-204958,douyin_1439911,douyin,ZARA 运动户外 40,运动户外,其他,4634.82,Apple,有货,
P-DOUYIN-205915,douyin_3293490,douyin,耐克 电子产品 55,电子产品,其他,4086.37,华为,有货,
P-DOUYIN-206657,douyin_3881026,douyin,华为 母婴用品 16,母婴用品,其他,2906.69,Apple,有货,
P-DOUYIN-206690,douyin_9118675,douyin,小米 图书文具 91,图书文具,其他,699.03,耐克,有货,
P-DOUYIN-206810,douyin_8324785,douyin,耐克 母婴用品 94,母婴用品,其他,4946.48,ZARA,有货,
P-DOUYIN-209027,douyin_8422925,douyin,阿迪达斯 运动户外 53,家居用品,其他,3154.82,优衣库,有货,
P-DOUYIN-209855,douyin_8992920,douyin,Apple 电子产品 52,电子产品,其他,896.19,ZARA,有货,
P-DOUYIN-211041,douyin_2455276,douyin,Apple 食品饮料 37,家居用品,其他,2917.68,华为,有货,
P-DOUYIN-211109,douyin_3029982,douyin,优衣库 美妆个护 49,电子产品,其他,2607.09,华为,有货,
P-DOUYIN-212189,douyin_4000335,douyin,小米 食品饮料 3,图书文具,其他,3255.67,格力,有货,
P-DOUYIN-212327,douyin_4495926,douyin,Apple 服装鞋帽 40,家居用品,其他,165.83,三星,有货,
P-DOUYIN-213172,douyin_7708299,douyin,阿迪达斯 母婴用品 35,母婴用品,其他,1059.97,华为,有货,
P-DOUYIN-213438,douyin_7820027,douyin,阿迪达斯 家居用品 18,服装鞋帽,其他,2918.22,格力,有货,
P-DOUYIN-213457,douyin_9729866,douyin,Apple 食品饮料 4,图书文具,其他,2326.18,ZARA,有货,
P-DOUYIN-215461,douyin_5962045,douyin,格力 电子产品 44,食品饮料,其他,3291.61,优衣库,有货,
P-DOUYIN-215528,douyin_5386923,douyin,三星 美妆个护 97,母婴用品,其他,786.85,海尔,有货,
P-DOUYIN-215654,douyin_2945474,douyin,ZARA 母婴用品 32,服装鞋帽,其他,1189.76,ZARA,有货,
P-DOUYIN-216530,douyin_2065223,douyin,海尔 服装鞋帽 5,电子产品,其他,3406.03,耐克,有货,
P-DOUYIN-216610,douyin_4028149,douyin,格力 美妆个护 49,服装鞋帽,其他,2332.45,华为,有货,
P-DOUYIN-217661,douyin_1974194,douyin,ZARA 电子产品 24,服装鞋帽,其他,307.05,小米,有货,
P-DOUYIN-218564,douyin_5991272,douyin,海尔 家居用品 75,电子产品,其他,125.47,格力,有货,
P-DOUYIN-219089,douyin_6744230,douyin,华为 服装鞋帽 12,运动户外,其他,3772.79,格力,有货,
P-DOUYIN-219210,douyin_3779856,douyin,阿迪达斯 运动户外 27,服装鞋帽,其他,4376.77,ZARA,有货,
P-DOUYIN-219506,douyin_7451324,douyin,Apple 母婴用品 61,食品饮料,其他,3016.53,小米,有货,
P-DOUYIN-219728,douyin_3924394,douyin,耐克 运动户外 25,图书文具,其他,1762.40,Apple,有货,
P-DOUYIN-219779,douyin_7602574,douyin,小米 运动户外 69,电子产品,其他,3805.94,阿迪达斯,有货,
P-DOUYIN-220001,douyin_8891313,douyin,华为 运动户外 19,美妆个护,其他,3283.86,格力,有货,
P-DOUYIN-220322,douyin_3966313,douyin,小米 服装鞋帽 30,家居用品,其他,1167.37,阿迪达斯,有货,
P-DOUYIN-220370,douyin_6187546,douyin,Apple 家居用品 25,运动户外,其他,4779.10,华为,有货,
P-DOUYIN-221213,douyin_2280713,douyin,ZARA 家居用品 50,食品饮料,其他,4606.38,华为,有货,
P-DOUYIN-221422,douyin_6069450,douyin,小米 运动户外 32,食品饮料,其他,4745.03,ZARA,有货,
P-DOUYIN-226766,douyin_2084816,douyin,ZARA 图书文具 94,母婴用品,其他,3336.25,华为,有货,
P-DOUYIN-226939,douyin_8586314,douyin,格力 运动户外 12,食品饮料,其他,3845.62,耐克,有货,
P-DOUYIN-227974,douyin_1934463,douyin,ZARA 母婴用品 9,运动户外,其他,1439.45,Apple,有货,
P-DOUYIN-228426,douyin_1931144,douyin,海尔 图书文具 47,美妆个护,其他,4775.40,小米,有货,
P-DOUYIN-228547,douyin_1395858,douyin,阿迪达斯 母婴用品 14,美妆个护,其他,3810.92,三星,有货,
P-DOUYIN-229572,douyin_2154116,douyin,海尔 服装鞋帽 30,食品饮料,其他,4299.30,三星,有货,
P-DOUYIN-230004,douyin_7283369,douyin,格力 美妆个护 35,图书文具,其他,1042.76,格力,有货,
P-DOUYIN-230504,douyin_7096737,douyin,阿迪达斯 母婴用品 7,运动户外,其他,2359.11,华为,有货,
P-DOUYIN-230664,douyin_3764768,douyin,海尔 服装鞋帽 27,家居用品,其他,2276.73,优衣库,有货,
P-DOUYIN-230989,douyin_5981118,douyin,耐克 家居用品 39,家居用品,其他,4567.12,Apple,有货,
P-DOUYIN-232241,douyin_8978765,douyin,优衣库 图书文具 70,食品饮料,其他,3551.64,ZARA,有货,
P-DOUYIN-232918,douyin_8561175,douyin,华为 电子产品 92,运动户外,其他,999.26,耐克,有货,
P-DOUYIN-236558,douyin_1104255,douyin,海尔 家居用品 78,食品饮料,其他,3504.08,海尔,有货,
P-DOUYIN-238635,douyin_9207182,douyin,ZARA 服装鞋帽 28,运动户外,其他,1342.10,格力,有货,
P-DOUYIN-239076,douyin_8868804,douyin,海尔 图书文具 44,图书文具,其他,2288.21,Apple,有货,
P-DOUYIN-242356,douyin_1815806,douyin,小米 母婴用品 55,运动户外,其他,1716.19,海尔,有货,
P-DOUYIN-242415,douyin_3063008,douyin,Apple 美妆个护 63,服装鞋帽,其他,4448.12,Apple,有货,
P-DOUYIN-243088,douyin_8828209,douyin,ZARA 母婴用品 69,食品饮料,其他,2182.82,阿迪达斯,有货,
P-DOUYIN-243393,douyin_4082012,douyin,三星 图书文具 29,服装鞋帽,其他,1379.97,ZARA,有货,
P-DOUYIN-245379,douyin_8404069,douyin,Apple 运动户外 84,美妆个护,其他,2140.70,耐克,有货,
P-DOUYIN-245779,douyin_6489010,douyin,格力 母婴用品 65,电子产品,其他,229.16,海尔,有货,
P-DOUYIN-248672,douyin_5628493,douyin,ZARA 母婴用品 91,电子产品,其他,4288.99,Apple,有货,
P-DOUYIN-248861,douyin_4400889,douyin,华为 家居用品 35,电子产品,其他,4088.81,Apple,有货,
P-DOUYIN-248879,douyin_4444347,douyin,格力 母婴用品 67,母婴用品,其他,268.93,三星,有货,
P-DOUYIN-248953,douyin_3351333,douyin,格力 母婴用品 24,美妆个护,其他,189.38,三星,有货,
P-DOUYIN-252118,douyin_9010747,douyin,Apple 运动户外 87,运动户外,其他,4139.07,优衣库,有货,
P-DOUYIN-252169,douyin_4965977,douyin,海尔 美妆个护 12,母婴用品,其他,3945.67,三星,有货,
P-DOUYIN-252271,douyin_9115598,douyin,阿迪达斯 母婴用品 73,美妆个护,其他,4253.43,Apple,有货,
P-DOUYIN-252587,douyin_4667953,douyin,ZARA 服装鞋帽 24,食品饮料,其他,1426.03,海尔,有货,
P-DOUYIN-253238,douyin_2556582,douyin,小米 家居用品 2,母婴用品,其他,2459.73,耐克,有货,
P-DOUYIN-253652,douyin_5725554,douyin,ZARA 运动户外 29,服装鞋帽,其他,4747.78,华为,有货,
P-DOUYIN-254041,douyin_8246960,douyin,Apple 运动户外 70,服装鞋帽,其他,898.66,小米,有货,
P-DOUYIN-254078,douyin_8496902,douyin,海尔 母婴用品 87,母婴用品,其他,54.55,优衣库,有货,
P-DOUYIN-254936,douyin_5070421,douyin,小米 母婴用品 11,图书文具,其他,3315.21,华为,有货,
P-DOUYIN-255985,douyin_8356511,douyin,海尔 服装鞋帽 95,家居用品,其他,198.82,ZARA,有货,
P-DOUYIN-257510,douyin_7780420,douyin,华为 图书文具 3,母婴用品,其他,4921.09,ZARA,有货,
P-DOUYIN-258299,douyin_4338287,douyin,Apple 美妆个护 43,食品饮料,其他,3921.04,小米,有货,
P-DOUYIN-258730,douyin_7387949,douyin,耐克 电子产品 78,电子产品,其他,206.24,海尔,有货,
P-DOUYIN-259096,douyin_5615639,douyin,小米 食品饮料 13,美妆个护,其他,1483.79,海尔,有货,
P-DOUYIN-259097,douyin_3416299,douyin,ZARA 图书文具 39,电子产品,其他,3984.11,小米,有货,
P-DOUYIN-259804,douyin_9561762,douyin,海尔 食品饮料 75,运动户外,其他,4185.04,阿迪达斯,有货,
P-DOUYIN-260688,douyin_9108430,douyin,华为 服装鞋帽 11,母婴用品,其他,624.88,小米,有货,
P-DOUYIN-263086,douyin_7789561,douyin,小米 食品饮料 30,服装鞋帽,其他,207.65,耐克,有货,
P-DOUYIN-264424,douyin_2713762,douyin,耐克 家居用品 51,服装鞋帽,其他,3205.90,华为,有货,
P-DOUYIN-266539,douyin_6471644,douyin,Apple 服装鞋帽 97,电子产品,其他,3980.84,华为,有货,
P-DOUYIN-267247,douyin_2190805,douyin,华为 电子产品 61,母婴用品,其他,3143.56,海尔,有货,
P-DOUYIN-267383,douyin_8516229,douyin,格力 母婴用品 93,家居用品,其他,770.12,ZARA,有货,
P-DOUYIN-267505,douyin_9584851,douyin,阿迪达斯 服装鞋帽 35,家居用品,其他,2416.97,Apple,有货,
P-DOUYIN-270017,douyin_9985997,douyin,阿迪达斯 母婴用品 78,母婴用品,其他,619.88,华为,有货,
P-DOUYIN-270138,douyin_3604311,douyin,格力 食品饮料 67,家居用品,其他,2655.65,优衣库,有货,
P-DOUYIN-271587,douyin_1354769,douyin,格力 运动户外 10,电子产品,其他,2172.74,小米,有货,
P-DOUYIN-271751,douyin_1917615,douyin,华为 服装鞋帽 33,食品饮料,其他,2518.00,格力,有货,
P-DOUYIN-272718,douyin_5471061,douyin,海尔 食品饮料 68,图书文具,其他,3165.15,Apple,有货,
P-DOUYIN-276568,douyin_9327296,douyin,华为 母婴用品 47,母婴用品,其他,4996.53,格力,有货,
P-DOUYIN-277162,douyin_2872536,douyin,Apple 图书文具 4,电子产品,其他,1259.74,ZARA,有货,
P-DOUYIN-278184,douyin_1715678,douyin,三星 电子产品 100,食品饮料,其他,528.69,三星,有货,
P-DOUYIN-278826,douyin_4232471,douyin,小米 食品饮料 60,食品饮料,其他,3435.96,海尔,有货,
P-DOUYIN-279268,douyin_9129260,douyin,阿迪达斯 电子产品 86,服装鞋帽,其他,4635.99,格力,有货,
P-DOUYIN-279715,douyin_2971910,douyin,小米 服装鞋帽 15,美妆个护,其他,2441.80,小米,有货,
P-DOUYIN-280039,douyin_7169627,douyin,三星 电子产品 38,服装鞋帽,其他,2553.05,格力,有货,
P-DOUYIN-280087,douyin_1257681,douyin,华为 母婴用品 60,食品饮料,其他,1197.14,耐克,有货,
P-DOUYIN-280096,douyin_6361349,douyin,ZARA 电子产品 28,母婴用品,其他,3924.86,小米,有货,
P-DOUYIN-280383,douyin_1092519,douyin,海尔 美妆个护 73,家居用品,其他,4593.08,小米,有货,
P-DOUYIN-280688,douyin_9391676,douyin,ZARA 家居用品 34,家居用品,其他,2679.53,三星,有货,
P-DOUYIN-280768,douyin_1160587,douyin,ZARA 服装鞋帽 49,运动户外,其他,131.39,华为,有货,
P-DOUYIN-280976,douyin_5998495,douyin,小米 家居用品 26,图书文具,其他,2563.34,ZARA,有货,
P-DOUYIN-282226,douyin_7636796,douyin,优衣库 家居用品 58,服装鞋帽,其他,1085.45,三星,有货,
P-DOUYIN-282901,douyin_5731211,douyin,耐克 电子产品 73,运动户外,其他,2418.19,耐克,有货,
P-DOUYIN-283496,douyin_4359845,douyin,阿迪达斯 电子产品 63,运动户外,其他,1967.72,阿迪达斯,有货,
P-DOUYIN-285016,douyin_7830561,douyin,三星 服装鞋帽 64,家居用品,其他,1214.70,ZARA,有货,
P-DOUYIN-285922,douyin_6333657,douyin,Apple 食品饮料 76,电子产品,其他,4976.01,三星,有货,
P-DOUYIN-286015,douyin_3556099,douyin,三星 家居用品 45,家居用品,其他,3589.32,ZARA,有货,
P-DOUYIN-286093,douyin_2388517,douyin,海尔 运动户外 4,运动户外,其他,3271.66,阿迪达斯,有货,
P-DOUYIN-286478,douyin_3272293,douyin,阿迪达斯 母婴用品 22,美妆个护,其他,2848.77,阿迪达斯,有货,
P-DOUYIN-288226,douyin_5314957,douyin,格力 服装鞋帽 40,食品饮料,其他,390.07,格力,有货,
P-DOUYIN-288347,douyin_5693175,douyin,优衣库 家居用品 32,图书文具,其他,3603.19,ZARA,有货,
P-DOUYIN-288831,douyin_5658543,douyin,华为 运动户外 40,食品饮料,其他,2546.19,ZARA,有货,
P-DOUYIN-289149,douyin_1311524,douyin,小米 食品饮料 12,母婴用品,其他,3047.65,格力,有货,
P-DOUYIN-291324,douyin_9085431,douyin,Apple 图书文具 46,美妆个护,其他,4917.17,阿迪达斯,有货,
