order_item_id,order_id,global_product_id,quantity,unit_price,item_total,sku_info
243187,TAOBAO20250702901382,P-TAOBAO-316598,1,827.85,827.85,{}
243188,TAOBAO20250702901382,P-TAOBAO-965495,1,686.45,686.45,{}
243189,TAOBAO20250815803342,P-TAOBAO-683771,1,841.19,841.19,{}
243190,TAOBAO20250815803342,P-TAOBAO-415994,1,878.42,878.42,{}
243191,TAOBAO20250815803342,P-TAOBAO-325250,1,1301.77,1301.77,{}
243192,TAOBAO20261127951390,P-TAOBAO-682467,1,1371.04,1371.04,{}
243193,TAOBAO20261127951390,P-TAOBAO-631658,1,2616.35,2616.35,{}
243194,TAOBAO20250501452729,P-TAOBAO-662853,1,913.87,913.87,{}
243195,TAOBAO20250501452729,P-TAOBAO-183656,1,2500.11,2500.11,{}
243196,TAOBAO20250709574439,P-TAOBAO-826638,1,2053.66,2053.66,{}
243197,TAOBAO20250709574439,P-TAOBAO-305281,1,299.75,299.75,{}
243198,TAOBAO20250709574439,P-TAOBAO-270781,1,1404.83,1404.83,{}
243199,TAOBAO20250905447458,P-TAOBAO-227301,1,1317.63,1317.63,{}
243200,TAOBAO20250905447458,P-TAOBAO-189551,1,3096.54,3096.54,{}
243201,TAOBAO20260502238790,P-TAOBAO-741406,1,714.33,714.33,{}
243202,TAOBAO20260502238790,P-TAOBAO-493263,1,2699.02,2699.02,{}
243203,TAOBAO20260119673321,P-TAOBAO-693776,1,539.19,539.19,{}
243204,TAOBAO20260119673321,P-TAOBAO-501245,1,491.74,491.74,{}
243205,TAOBAO20260119673321,P-TAOBAO-826638,1,1796.17,1796.17,{}
243206,TAOBAO20260813150731,P-TAOBAO-826638,1,1861.85,1861.85,{}
243207,TAOBAO20260813150731,P-TAOBAO-807486,1,276.11,276.11,{}
243208,TAOBAO20260813150731,P-TAOBAO-415530,1,1486.94,1486.94,{}
243209,TAOBAO20261021934609,P-TAOBAO-450797,1,1721.16,1721.16,{}
243210,TAOBAO20261021934609,P-TAOBAO-700372,1,1478.26,1478.26,{}
243211,TAOBAO20251203246059,P-TAOBAO-305281,1,1237.11,1237.11,{}
243212,TAOBAO20251203246059,P-TAOBAO-699532,1,1056.43,1056.43,{}
243213,TAOBAO20260325130548,P-TAOBAO-631658,1,1257.39,1257.39,{}
243214,TAOBAO20260325130548,P-TAOBAO-377630,1,2429.11,2429.11,{}
243215,TAOBAO20260219625254,P-TAOBAO-403719,1,259.48,259.48,{}
243216,TAOBAO20260219625254,P-TAOBAO-827058,1,304.71,304.71,{}
243217,TAOBAO20260219625254,P-TAOBAO-994834,1,903.32,903.32,{}
243218,TAOBAO20261023202904,P-TAOBAO-229611,1,157.17,157.17,{}
243219,TAOBAO20261023202904,P-TAOBAO-270781,1,157.35,157.35,{}
243220,TAOBAO20261023202904,P-TAOBAO-220347,1,589.42,589.42,{}
243221,TAOBAO20260706107243,P-TAOBAO-550255,1,837.26,837.26,{}
243222,TAOBAO20260706107243,P-TAOBAO-293104,1,3708.47,3708.47,{}
243223,TAOBAO20251225855797,P-TAOBAO-287660,1,205.14,205.14,{}
243224,TAOBAO20251225855797,P-TAOBAO-188514,1,184.39,184.39,{}
243225,TAOBAO20251212160161,P-TAOBAO-840530,1,1333.14,1333.14,{}
243226,TAOBAO20251212160161,P-TAOBAO-167382,1,1323.18,1323.18,{}
243227,TAOBAO20251212160161,P-TAOBAO-682467,1,1543.16,1543.16,{}
243228,TAOBAO20250201520387,P-TAOBAO-988498,1,968.21,968.21,{}
243229,TAOBAO20250201520387,P-TAOBAO-907124,1,2811.34,2811.34,{}
243230,TAOBAO20260921654072,P-TAOBAO-189551,1,704.58,704.58,{}
243231,TAOBAO20260921654072,P-TAOBAO-331534,1,3658.58,3658.58,{}
243232,TAOBAO20261117404462,P-TAOBAO-135537,1,895.96,895.96,{}
243233,TAOBAO20261117404462,P-TAOBAO-330766,1,168.62,168.62,{}
243234,TAOBAO20261117404462,P-TAOBAO-426839,1,775.25,775.25,{}
243235,TAOBAO20250304598207,P-TAOBAO-135537,1,1496.87,1496.87,{}
243236,TAOBAO20250304598207,P-TAOBAO-970051,1,591.78,591.78,{}
243237,TAOBAO20250304598207,P-TAOBAO-965495,1,1565.67,1565.67,{}
243238,TAOBAO20250503688219,P-TAOBAO-189551,1,493.65,493.65,{}
243239,TAOBAO20250503688219,P-TAOBAO-325250,1,602.05,602.05,{}
243240,TAOBAO20250503688219,P-TAOBAO-510095,1,2005.94,2005.94,{}
243241,TAOBAO20251007216269,P-TAOBAO-129223,1,479.47,479.47,{}
243242,TAOBAO20251007216269,P-TAOBAO-426839,1,551.22,551.22,{}
243243,TAOBAO20250617719526,P-TAOBAO-270781,1,250.68,250.68,{}
243244,TAOBAO20250617719526,P-TAOBAO-699532,1,805.99,805.99,{}
243245,TAOBAO20260827643840,P-TAOBAO-426839,1,876.01,876.01,{}
243246,TAOBAO20260827643840,P-TAOBAO-433412,1,918.75,918.75,{}
243247,TAOBAO20260827643840,P-TAOBAO-404378,1,3166.57,3166.57,{}
243248,TAOBAO20251225381357,P-TAOBAO-162241,1,1203.51,1203.51,{}
243249,TAOBAO20251225381357,P-TAOBAO-701232,1,591.26,591.26,{}
243250,TAOBAO20251225381357,P-TAOBAO-659368,1,1646.41,1646.41,{}
243251,TAOBAO20260115722474,P-TAOBAO-693776,1,1119.95,1119.95,{}
243252,TAOBAO20260115722474,P-TAOBAO-700372,1,1566.83,1566.83,{}
243253,TAOBAO20260115722474,P-TAOBAO-970483,1,1323.73,1323.73,{}
243254,TAOBAO20261001490138,P-TAOBAO-517280,1,531.37,531.37,{}
243255,TAOBAO20261001490138,P-TAOBAO-105733,1,590.61,590.61,{}
243256,TAOBAO20260501863563,P-TAOBAO-967964,1,158.94,158.94,{}
243257,TAOBAO20260501863563,P-TAOBAO-123946,1,90.32,90.32,{}
243258,TAOBAO20260501863563,P-TAOBAO-681239,1,125.37,125.37,{}
243259,TAOBAO20250815475725,P-TAOBAO-550255,1,1846.61,1846.61,{}
243260,TAOBAO20250815475725,P-TAOBAO-153033,1,643.59,643.59,{}
243261,TAOBAO20250815475725,P-TAOBAO-827058,1,1567.87,1567.87,{}
243262,TAOBAO20250622783767,P-TAOBAO-701232,1,135.48,135.48,{}
243263,TAOBAO20250622783767,P-TAOBAO-950651,1,246.14,246.14,{}
243264,TAOBAO20260526384800,P-TAOBAO-153033,1,810.30,810.30,{}
243265,TAOBAO20260526384800,P-TAOBAO-220347,1,1096.57,1096.57,{}
243266,TAOBAO20260526384800,P-TAOBAO-438813,1,1890.23,1890.23,{}
243267,TAOBAO20260925619063,P-TAOBAO-970116,1,1299.28,1299.28,{}
243268,TAOBAO20260925619063,P-TAOBAO-404378,1,1785.34,1785.34,{}
243269,TAOBAO20261205795382,P-TAOBAO-970483,1,566.40,566.40,{}
243270,TAOBAO20261205795382,P-TAOBAO-493263,1,620.96,620.96,{}
243271,TAOBAO20250917516703,P-TAOBAO-229611,1,451.05,451.05,{}
243272,TAOBAO20250917516703,P-TAOBAO-404378,1,2294.07,2294.07,{}
243273,TAOBAO20250212457374,P-TAOBAO-316598,1,2099.95,2099.95,{}
243274,TAOBAO20250212457374,P-TAOBAO-621799,1,2784.99,2784.99,{}
243275,TAOBAO20261026773302,P-TAOBAO-701232,1,1091.16,1091.16,{}
243276,TAOBAO20261026773302,P-TAOBAO-415994,1,242.01,242.01,{}
243277,TAOBAO20261026773302,P-TAOBAO-699532,1,1050.81,1050.81,{}
243278,TAOBAO20251207956619,P-TAOBAO-970483,1,912.93,912.93,{}
243279,TAOBAO20251207956619,P-TAOBAO-283693,1,278.82,278.82,{}
243280,TAOBAO20251207956619,P-TAOBAO-433412,1,691.85,691.85,{}
243281,TAOBAO20251117167064,P-TAOBAO-873213,1,1917.97,1917.97,{}
243282,TAOBAO20251117167064,P-TAOBAO-501245,1,631.52,631.52,{}
243283,TAOBAO20251117167064,P-TAOBAO-255979,1,2070.02,2070.02,{}
243284,TAOBAO20250627882774,P-TAOBAO-808207,1,574.72,574.72,{}
243285,TAOBAO20250627882774,P-TAOBAO-646540,1,1138.21,1138.21,{}
243286,TAOBAO20250708699743,P-TAOBAO-279529,1,640.80,640.80,{}
243287,TAOBAO20250708699743,P-TAOBAO-184565,1,644.92,644.92,{}
243288,TAOBAO20260423115185,P-TAOBAO-129223,1,499.20,499.20,{}
243289,TAOBAO20260423115185,P-TAOBAO-646540,1,832.48,832.48,{}
243290,TAOBAO20260423115185,P-TAOBAO-476488,1,1346.79,1346.79,{}
243291,TAOBAO20261023774145,P-TAOBAO-450797,1,2406.75,2406.75,{}
243292,TAOBAO20261023774145,P-TAOBAO-259150,1,1271.12,1271.12,{}
243293,TAOBAO20261023774145,P-TAOBAO-183656,1,1233.72,1233.72,{}
243294,TAOBAO20250622216119,P-TAOBAO-659368,1,391.75,391.75,{}
243295,TAOBAO20250622216119,P-TAOBAO-550255,1,500.82,500.82,{}
243296,TAOBAO20250622216119,P-TAOBAO-402068,1,1637.65,1637.65,{}
243297,TAOBAO20260314923018,P-TAOBAO-967964,1,625.10,625.10,{}
243298,TAOBAO20260314923018,P-TAOBAO-550255,1,1232.23,1232.23,{}
243299,TAOBAO20250312366671,P-TAOBAO-527470,1,301.66,301.66,{}
243300,TAOBAO20250312366671,P-TAOBAO-965495,1,676.24,676.24,{}
243301,TAOBAO20260425260881,P-TAOBAO-621799,1,110.42,110.42,{}
243302,TAOBAO20260425260881,P-TAOBAO-229611,1,154.29,154.29,{}
243303,TAOBAO20260425260881,P-TAOBAO-970483,1,128.88,128.88,{}
243304,TAOBAO20261025225643,P-TAOBAO-827058,1,2399.85,2399.85,{}
243305,TAOBAO20261025225643,P-TAOBAO-873213,1,2536.94,2536.94,{}
243306,TAOBAO20260907421143,P-TAOBAO-773002,1,125.64,125.64,{}
243307,TAOBAO20260907421143,P-TAOBAO-259150,1,339.81,339.81,{}
243308,TAOBAO20250123626782,P-TAOBAO-229611,1,539.28,539.28,{}
243309,TAOBAO20250123626782,P-TAOBAO-135537,1,621.21,621.21,{}
243310,TAOBAO20260302260231,P-TAOBAO-331534,1,573.78,573.78,{}
243311,TAOBAO20260302260231,P-TAOBAO-506533,1,653.12,653.12,{}
243312,TAOBAO20251117430487,P-TAOBAO-184565,1,2078.59,2078.59,{}
243313,TAOBAO20251117430487,P-TAOBAO-316598,1,2580.95,2580.95,{}
243314,TAOBAO20260606307719,P-TAOBAO-517280,1,689.37,689.37,{}
243315,TAOBAO20260606307719,P-TAOBAO-129223,1,740.49,740.49,{}
243316,TAOBAO20260516339292,P-TAOBAO-270781,1,340.79,340.79,{}
243317,TAOBAO20260516339292,P-TAOBAO-682467,1,372.14,372.14,{}
243318,TAOBAO20260516339292,P-TAOBAO-631658,1,512.79,512.79,{}
243319,TAOBAO20250318659605,P-TAOBAO-550439,1,1365.48,1365.48,{}
243320,TAOBAO20250318659605,P-TAOBAO-741406,1,2981.79,2981.79,{}
243321,TAOBAO20250921383228,P-TAOBAO-700421,1,321.35,321.35,{}
243322,TAOBAO20250921383228,P-TAOBAO-293104,1,1537.74,1537.74,{}
243323,TAOBAO20251121238514,P-TAOBAO-433412,1,2392.67,2392.67,{}
243324,TAOBAO20251121238514,P-TAOBAO-710135,1,2257.22,2257.22,{}
243325,TAOBAO20250802127604,P-TAOBAO-988498,1,2357.64,2357.64,{}
243326,TAOBAO20250802127604,P-TAOBAO-279529,1,870.81,870.81,{}
243327,TAOBAO20250802127604,P-TAOBAO-827058,1,1240.84,1240.84,{}
243328,TAOBAO20251006399344,P-TAOBAO-699532,1,629.22,629.22,{}
243329,TAOBAO20251006399344,P-TAOBAO-985840,1,2682.68,2682.68,{}
243330,TAOBAO20250625382989,P-TAOBAO-988498,1,497.91,497.91,{}
243331,TAOBAO20250625382989,P-TAOBAO-840530,1,505.14,505.14,{}
243332,TAOBAO20250625382989,P-TAOBAO-250103,1,841.11,841.11,{}
243333,TAOBAO20261222896916,P-TAOBAO-988498,1,734.88,734.88,{}
243334,TAOBAO20261222896916,P-TAOBAO-681239,1,1801.33,1801.33,{}
243335,TAOBAO20261015491005,P-TAOBAO-279529,1,1075.01,1075.01,{}
243336,TAOBAO20261015491005,P-TAOBAO-131989,1,365.59,365.59,{}
243337,TAOBAO20261015491005,P-TAOBAO-510095,1,1575.97,1575.97,{}
243338,TAOBAO20260223724431,P-TAOBAO-826638,1,1610.05,1610.05,{}
243339,TAOBAO20260223724431,P-TAOBAO-493263,1,2797.48,2797.48,{}
243340,TAOBAO20251114970556,P-TAOBAO-845665,1,170.20,170.20,{}
243341,TAOBAO20251114970556,P-TAOBAO-662853,1,83.59,83.59,{}
243342,TAOBAO20251114970556,P-TAOBAO-438813,1,184.64,184.64,{}
243343,TAOBAO20251205321634,P-TAOBAO-255979,1,1522.51,1522.51,{}
243344,TAOBAO20251205321634,P-TAOBAO-331534,1,259.18,259.18,{}
243345,TAOBAO20251205321634,P-TAOBAO-131989,1,1034.07,1034.07,{}
243346,TAOBAO20250911459748,P-TAOBAO-283693,1,1197.21,1197.21,{}
243347,TAOBAO20250911459748,P-TAOBAO-450797,1,2945.43,2945.43,{}
243348,TAOBAO20260120666134,P-TAOBAO-131989,1,789.52,789.52,{}
243349,TAOBAO20260120666134,P-TAOBAO-220347,1,471.62,471.62,{}
243350,TAOBAO20260120666134,P-TAOBAO-188514,1,896.63,896.63,{}
243351,TAOBAO20261222633858,P-TAOBAO-642317,1,236.64,236.64,{}
243352,TAOBAO20261222633858,P-TAOBAO-293104,1,250.00,250.00,{}
243353,TAOBAO20250201338273,P-TAOBAO-476488,1,199.74,199.74,{}
243354,TAOBAO20250201338273,P-TAOBAO-967964,1,987.97,987.97,{}
243355,TAOBAO20260326809771,P-TAOBAO-994834,1,893.34,893.34,{}
243356,TAOBAO20260326809771,P-TAOBAO-287660,1,2541.17,2541.17,{}
243357,TAOBAO20250411519121,P-TAOBAO-220347,1,55.59,55.59,{}
243358,TAOBAO20250411519121,P-TAOBAO-700421,1,28.93,28.93,{}
243359,TAOBAO20250411519121,P-TAOBAO-682434,1,94.62,94.62,{}
243360,TAOBAO20260316683609,P-TAOBAO-105733,1,83.93,83.93,{}
243361,TAOBAO20260316683609,P-TAOBAO-316598,1,173.12,173.12,{}
243362,TAOBAO20250104195853,P-TAOBAO-907124,1,429.72,429.72,{}
243363,TAOBAO20250104195853,P-TAOBAO-840530,1,355.00,355.00,{}
243364,TAOBAO20261225692422,P-TAOBAO-305281,1,1199.61,1199.61,{}
243365,TAOBAO20261225692422,P-TAOBAO-330766,1,1325.53,1325.53,{}
243366,TAOBAO20261225692422,P-TAOBAO-287660,1,1982.65,1982.65,{}
243367,TAOBAO20250607119202,P-TAOBAO-123946,1,317.60,317.60,{}
243368,TAOBAO20250607119202,P-TAOBAO-646540,1,494.85,494.85,{}
243369,TAOBAO20250607119202,P-TAOBAO-682434,1,463.00,463.00,{}
243370,TAOBAO20260602439846,P-TAOBAO-808207,1,549.48,549.48,{}
243371,TAOBAO20260602439846,P-TAOBAO-979120,1,628.29,628.29,{}
243372,TAOBAO20260320479363,P-TAOBAO-988498,1,1132.75,1132.75,{}
243373,TAOBAO20260320479363,P-TAOBAO-438813,1,1228.43,1228.43,{}
243374,TAOBAO20260320479363,P-TAOBAO-967964,1,1060.73,1060.73,{}
243375,TAOBAO20250813792795,P-TAOBAO-506533,1,1736.07,1736.07,{}
243376,TAOBAO20250813792795,P-TAOBAO-699532,1,1179.78,1179.78,{}
243377,TAOBAO20250813792795,P-TAOBAO-167382,1,1744.46,1744.46,{}
243378,TAOBAO20250510349289,P-TAOBAO-426839,1,653.43,653.43,{}
243379,TAOBAO20250510349289,P-TAOBAO-621799,1,646.41,646.41,{}
243380,TAOBAO20260919226310,P-TAOBAO-560781,1,1401.67,1401.67,{}
243381,TAOBAO20260919226310,P-TAOBAO-876927,1,466.17,466.17,{}
243382,TAOBAO20260919226310,P-TAOBAO-167382,1,1210.55,1210.55,{}
243383,TAOBAO20261226790371,P-TAOBAO-701232,1,1495.14,1495.14,{}
243384,TAOBAO20261226790371,P-TAOBAO-658799,1,2345.82,2345.82,{}
243385,TAOBAO20250409570910,P-TAOBAO-631658,1,607.96,607.96,{}
243386,TAOBAO20250409570910,P-TAOBAO-985840,1,3181.69,3181.69,{}
243387,TAOBAO20251226593001,P-TAOBAO-259150,1,1052.77,1052.77,{}
243388,TAOBAO20251226593001,P-TAOBAO-255979,1,1885.67,1885.67,{}
243389,TAOBAO20261217291685,P-TAOBAO-123946,1,159.56,159.56,{}
243390,TAOBAO20261217291685,P-TAOBAO-659368,1,296.60,296.60,{}
243391,TAOBAO20261217291685,P-TAOBAO-653845,1,423.66,423.66,{}
243392,TAOBAO20251214415014,P-TAOBAO-259150,1,1432.70,1432.70,{}
243393,TAOBAO20251214415014,P-TAOBAO-476488,1,2178.68,2178.68,{}
243394,TAOBAO20250301932950,P-TAOBAO-135537,1,286.88,286.88,{}
243395,TAOBAO20250301932950,P-TAOBAO-293104,1,1186.45,1186.45,{}
243396,TAOBAO20250425314845,P-TAOBAO-642317,1,86.91,86.91,{}
243397,TAOBAO20250425314845,P-TAOBAO-189551,1,57.08,57.08,{}
243398,TAOBAO20250425314845,P-TAOBAO-493263,1,51.20,51.20,{}
243399,TAOBAO20260113434287,P-TAOBAO-682170,1,324.36,324.36,{}
243400,TAOBAO20260113434287,P-TAOBAO-988498,1,157.39,157.39,{}
243401,TAOBAO20260113434287,P-TAOBAO-167382,1,139.66,139.66,{}
243402,TAOBAO20260302870982,P-TAOBAO-845665,1,641.06,641.06,{}
243403,TAOBAO20260302870982,P-TAOBAO-693776,1,3448.90,3448.90,{}
243404,TAOBAO20250515929250,P-TAOBAO-403719,1,919.85,919.85,{}
243405,TAOBAO20250515929250,P-TAOBAO-476488,1,2758.57,2758.57,{}
243406,TAOBAO20260302681600,P-TAOBAO-222930,1,258.96,258.96,{}
243407,TAOBAO20260302681600,P-TAOBAO-330766,1,370.05,370.05,{}
243408,TAOBAO20260302681600,P-TAOBAO-682434,1,420.55,420.55,{}
243409,TAOBAO20250612356986,P-TAOBAO-305281,1,933.52,933.52,{}
243410,TAOBAO20250612356986,P-TAOBAO-404378,1,178.71,178.71,{}
243411,TAOBAO20250612356986,P-TAOBAO-316598,1,649.97,649.97,{}
243412,TAOBAO20260704807791,P-TAOBAO-415994,1,133.55,133.55,{}
243413,TAOBAO20260704807791,P-TAOBAO-433412,1,51.33,51.33,{}
243414,TAOBAO20260704807791,P-TAOBAO-220347,1,203.33,203.33,{}
243415,TAOBAO20260727738172,P-TAOBAO-438813,1,1129.99,1129.99,{}
243416,TAOBAO20260727738172,P-TAOBAO-153033,1,1459.14,1459.14,{}
243417,TAOBAO20251014353459,P-TAOBAO-907124,1,1713.61,1713.61,{}
243418,TAOBAO20251014353459,P-TAOBAO-827058,1,574.61,574.61,{}
243419,TAOBAO20251014353459,P-TAOBAO-450797,1,2200.19,2200.19,{}
243420,TAOBAO20261228453796,P-TAOBAO-415530,1,611.79,611.79,{}
243421,TAOBAO20261228453796,P-TAOBAO-167382,1,680.82,680.82,{}
243422,TAOBAO20261228453796,P-TAOBAO-227301,1,2536.37,2536.37,{}
243423,TAOBAO20260727158632,P-TAOBAO-189551,1,1849.19,1849.19,{}
243424,TAOBAO20260727158632,P-TAOBAO-682434,1,846.99,846.99,{}
243425,TAOBAO20260727158632,P-TAOBAO-137968,1,1058.58,1058.58,{}
243426,TAOBAO20250406840089,P-TAOBAO-840530,1,576.78,576.78,{}
243427,TAOBAO20250406840089,P-TAOBAO-631658,1,507.73,507.73,{}
243428,TAOBAO20261126971312,P-TAOBAO-527470,1,835.12,835.12,{}
243429,TAOBAO20261126971312,P-TAOBAO-415530,1,1734.15,1734.15,{}
243430,TAOBAO20260512383251,P-TAOBAO-415994,1,248.82,248.82,{}
243431,TAOBAO20260512383251,P-TAOBAO-153033,1,302.99,302.99,{}
243432,TAOBAO20260703329201,P-TAOBAO-985840,1,1125.01,1125.01,{}
243433,TAOBAO20260703329201,P-TAOBAO-700372,1,1024.26,1024.26,{}
243434,TAOBAO20251225717638,P-TAOBAO-270781,1,995.67,995.67,{}
243435,TAOBAO20251225717638,P-TAOBAO-807486,1,1549.65,1549.65,{}
243436,TAOBAO20261102290161,P-TAOBAO-662853,1,2078.69,2078.69,{}
243437,TAOBAO20261102290161,P-TAOBAO-402068,1,2371.87,2371.87,{}
243438,TAOBAO20261121690421,P-TAOBAO-229611,1,257.13,257.13,{}
243439,TAOBAO20261121690421,P-TAOBAO-255992,1,207.23,207.23,{}
243440,TAOBAO20261121690421,P-TAOBAO-129223,1,342.91,342.91,{}
243441,TAOBAO20261225934598,P-TAOBAO-826638,1,2024.92,2024.92,{}
243442,TAOBAO20261225934598,P-TAOBAO-807486,1,2038.62,2038.62,{}
243443,TAOBAO20250227909767,P-TAOBAO-377630,1,637.33,637.33,{}
243444,TAOBAO20250227909767,P-TAOBAO-325250,1,245.48,245.48,{}
243445,TAOBAO20250227909767,P-TAOBAO-506533,1,365.45,365.45,{}
243446,TAOBAO20260908179456,P-TAOBAO-517280,1,753.29,753.29,{}
243447,TAOBAO20260908179456,P-TAOBAO-188514,1,1487.19,1487.19,{}
243448,TAOBAO20260519878323,P-TAOBAO-227301,1,670.71,670.71,{}
243449,TAOBAO20260519878323,P-TAOBAO-621799,1,1093.84,1093.84,{}
243450,TAOBAO20260302391544,P-TAOBAO-404378,1,1227.58,1227.58,{}
243451,TAOBAO20260302391544,P-TAOBAO-189551,1,1086.96,1086.96,{}
243452,TAOBAO20260315469389,P-TAOBAO-808207,1,622.80,622.80,{}
243453,TAOBAO20260315469389,P-TAOBAO-415994,1,1462.41,1462.41,{}
243454,TAOBAO20250723696671,P-TAOBAO-448846,1,146.20,146.20,{}
243455,TAOBAO20250723696671,P-TAOBAO-433412,1,432.06,432.06,{}
243456,TAOBAO20260916318617,P-TAOBAO-403719,1,929.16,929.16,{}
243457,TAOBAO20260916318617,P-TAOBAO-501245,1,1563.00,1563.00,{}
243458,TAOBAO20261006163138,P-TAOBAO-970051,1,514.74,514.74,{}
243459,TAOBAO20261006163138,P-TAOBAO-510095,1,944.78,944.78,{}
243460,TAOBAO20261006163138,P-TAOBAO-907124,1,1015.73,1015.73,{}
243461,TAOBAO20250813452548,P-TAOBAO-229611,1,557.82,557.82,{}
243462,TAOBAO20250813452548,P-TAOBAO-281478,1,1565.69,1565.69,{}
243463,TAOBAO20260907678381,P-TAOBAO-255979,1,1055.82,1055.82,{}
243464,TAOBAO20260907678381,P-TAOBAO-220347,1,1494.90,1494.90,{}
243465,TAOBAO20260911768149,P-TAOBAO-845665,1,123.98,123.98,{}
243466,TAOBAO20260911768149,P-TAOBAO-682467,1,38.76,38.76,{}
243467,TAOBAO20260911768149,P-TAOBAO-646540,1,88.44,88.44,{}
243468,TAOBAO20261025455633,P-TAOBAO-281478,1,241.93,241.93,{}
